,titles,links,dates,contents
0,[제목 : [야놀자] 야놀자 장외주식 거래 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=3,2018-03-18,야놀자 장외주식 거래가 이루어지고 있나요?
1,[코멘트 : [야놀자] 야놀자는 유통주식이 없습니다 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=4,2018-04-18,야놀자는 유통주식이 없습니다
2,[제목 : [야놀자] 장외거래 있습니다 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=5,2019-04-20,1.3조-1.5조 밸류에 있습니다.
3,[제목 : [야놀자] 야놀자 장외 주식 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=6,2019-06-03,주식을 너무 사고싶은데방법이 있을까요?
4,[코멘트 : [야놀자] 청와대 국민청원 잘 보시고 결정하세요 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=8,2019-07-12,청와대 국민청원 잘 보시고 결정하세요
5,[제목 : [야놀자] 야놀자 장외 주식 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=9,2019-07-15,개인간 거래 가능합니다.
6,[제목 : [야놀자] 매도가 33만원? 미친 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=16,2020-09-28,"연매출 3,000억 회사가 시총 1조3천억? 미쳐도 단디 미쳤네."
7,[제목 : [야놀자] 온라인플랫폼법 2022년 시행 예고...'공룡 플랫폼 갑질' 예방책 될까 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=17,2020-11-10,"저법 실행전, 공정위 가격 담합 조사 전에 상장하려고 발버둥치는구나..모텔앱이 1조가 넘다니...요즘 개나소나 다 1조네 "
8,[제목 : [야놀자] 적자가 130억이나 된다 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=20,2020-11-22,이런거 손대지마라
9,"[코멘트 : [야놀자] 전형적으로 시세 조작하려는 꾼이시네요
야놀자 물량 ]",https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=22,2020-12-16,전형적으로 시세 조작하려는 꾼이시네요야놀자 물량 구하기 힘듭니다..화이팅하세요
10,[제목 : [야놀자] 야놀자 성투하세요 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=25,2020-12-18,많은 정보 부탁드립니다
11,[제목 : [야놀자] 특별한 정보가 없네  올해상장은 안하는건가? ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=26,2021-01-15,개인 주주가 없는가보다올해 상장은 안하는가?내년에는?
12,[제목 : [야놀자] PMS가 그리도 대박? ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=27,2021-01-16,?
13,[제목 : [야놀자] 저두요 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=34,2021-02-01,저도 그가격에 사고 싶어요  연락처좀
14,[제목 : [야놀자] 야놀자 무상증자 안내 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=36,2021-02-16,"알려드립니다. ㈜야놀자는 2021년 2월 25일 임시주주총회에서 무상증자를 결의할 예정이며, 신주의 배정 기준일인 2021년 2월 25일 17시 현재 주주명부에 등재된 주주에게 2021년 3월 11일에 1주당 19주의 무상 신주가 입고됩니다. 따라서 2021년 2월 25일 17시 이후에 매매를 통해 ㈜야놀자 주식을 매입하는 경우에는 무상 신주의 배정 대상이 아니기 때문에 거래에 주의하여야 합니다.※ 위 공지는 거래 혼선을 방지하기 위한 것으로, (주)야놀자는 장외주식 거래에 대한 어떠한 책임도 부담하지 않음을 알려 드립니다.야놀자 홈페이지 공지사항을 참고해주세요. (링크첨부불가)"
15,[제목 : [야놀자] 안팔거냐 주당 40에 팔아라 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=37,2021-02-16,얼른
16,"[코멘트 : [야놀자] 무증 전까지 최대한 담아야지~
무증하면 1/20으로 낮 ]",https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=38,2021-02-16,무증 전까지 최대한 담아야지~무증하면 1/20으로 낮아져서 사람들 더 확 몰릴텐데~
17,[코멘트 : [야놀자] 80에도 못살듯.... ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=39,2021-02-16,80에도 못살듯....
18,[제목 : [야놀자] 야놀자는 물량이 거의 없습니다. ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=40,2021-02-16,"몸집 클때 1~2주, 5~10주라도 담아서무증되고 나서 x 20개 되면 시세차익 노리시거나 쭈욱 홀딩하시면 될 것 같습니다."
19,[제목 : [야놀자] 수요와공급의 전형적인 불균형 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=41,2021-02-16,"저쪽에선 80-90에 거래되고있는거보면전형적인 공급부족, 수요는 넘쳐나고무증때까지 몇주라도 사고싶은데....물량이진짜없네요ㅜ"
20,[코멘트 : [야놀자] 무증되면 모가 좋나요? ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=42,2021-02-16,무증되면 모가 좋나요?
21,[코멘트 : [야놀자] 그냥 오름 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=43,2021-02-17,그냥 오름
22,"[코멘트 : [야놀자] 모바일이라 자세히 길게는 못적겠고요
인터넷에 잘 ]",https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=44,2021-02-17,모바일이라 자세히 길게는 못적겠고요인터넷에 잘 나와있어요보통 호재인경우가 대부분이고사기치는 회사에서만 악재인 경우가 더러있죠무증하고나면 사람들 대개 많이 몰립니다
23,[제목 : [야놀자] 야놀자는 물량이 거의 없습니다. ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=45,2021-02-17,저쪽동네에서 팔잖아ㅅㅇㄱㄹㅅ..
24,[제목 : [야놀자] 80에도 못살듯.... ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=47,2021-02-17,실제 80에 거래되네요서울에서요.
25,[제목 : [야놀자] 40만원에. 팔아주면 좋겠네 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=48,2021-02-17,나눠먹자.  가격 뻥뛰기 하지말자
26,"[코멘트 : [야놀자] 지금 90,100 이라도 사는게좋을것일세지금 100에 ]",https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=49,2021-02-17,"지금 90,100 이라도 사는게좋을것일세지금 100에 사서 무증 20배하면 주당 5만원 되는셈인데 그게 상장소식들리고하면 금방 20,30될꺼고 그럼 지금 90,100이 엄청 저렴한 셈이 될것인데그걸 모를까....백날말해 무엇하리.... 지금 어차피 내놓는 물량도없음 그냥 다른데 알아보슈"
27,[제목 : [야놀자] 2월25일 이전에 주식을 매수해서 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=50,2021-02-17,계좌에. 입고만 되어 있으면자동으로. 무증 주식수가 들어오는거죠?매수한후에 따로 야놀자에알려줘야 되나요?
28,[제목 : [야놀자] 그냥 있으면 자동으로 됩니다 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=51,2021-02-18,안알려줘도됨
29,"[코멘트 : [야놀자] 저쪽동네도 씨가 말랐음

뭘 알고나 얘기하지ㅋㅋㅋ ]",https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=52,2021-02-19,저쪽동네도 씨가 말랐음뭘 알고나 얘기하지ㅋㅋㅋ ㅉㅉㅉㅅㅇㄱㄹㅅㅈㄱㅍㄹㅅ 둘다
30,[제목 : [야놀자] 펌글) 기사가 떴네요. ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=53,2021-02-19,"[이코노믹리뷰=최진홍 기자] 쿠팡이 뉴욕증시에 상장합니다. 국내 이커머스 시장을 호령하는 최강의 기업이 엘도라도를 찾아 긴 여정을 떠난 셈입니다. 흥미로운 대목은 쿠팡의 기업가치입니다. 쿠팡의 매출은 2015년 1조130억원, 2018년 4조원, 2020년 13조원을 기록하며 상승세를 보여주고 있으나 영업손실도 2018년 기준 1조1383억원에 이릅니다. 여전히 적자기업입니다. 그러나 뉴욕증시에 상장을 시도하며 평가받는 기업가치는 33조원에서 55조원에 달합니다. 쿠팡이 심각한 적자에도 높은 몸값을 평가받는 이유는 무엇일까. 국내 이커머스 시장 1위의 프리미엄에 규모의 경제를 노릴 수 있는 저력, 그리고 로켓배송으로 대표되는 강력한 인프라 덕분입니다. 이미 글로벌 시장을 호령하고 있는 아마존이 개척한 길을, 쿠팡이 제한적이나마 뒤따를 수 있다는 기대감이 큰 것도 사실입니다. 야놀자는 어떨까? 현재 야놀자는 국내 OTA 시장을 평정하고 글로벌 여가 플랫폼 전략을 적극적으로 가동하고 있는 스타트업입니다. 2020년 매출은 3000억원에 이를 것으로 보이며 코스닥 상장을 추진하고 있습니다. 기업가치는 2019년 6월 싱가포르투자청(GIC)과 부킹홀딩스로부터 2000억원 투자를 받으며 약 1조1000억원 수준으로 평가받았습니다. 다만 IB업계에서는 야놀자의 몸값으로 약 5조원 수준을 말하기도 합니다. 여기서 궁금해집니다. 한국 시장에서 활동하는 쿠팡이 글로벌 업계의 아마존을 바라보는 시각에 투영되어 최대 55조원의 몸값을 자랑하는 상황에서, 한국 시장은 물론 글로벌 시장에서도 활동하는 야놀자가 글로벌 업계의 시각에 투영된다면 그 몸값은 얼마나 될까. 2등전략을 답습하며 사실상 경쟁 레이스에서 탈락한 여기어때를 압도하면서 국내 시장을 평정한 야놀자의 기업가치는 얼마일까. 쉽게 말해, 야놀자가 미래성장동력에 후한 평가를 주는 뉴욕증시로 간다면 어떨까. 우선 쿠팡이 막대한 손실에도 높은 기업평가를 받은 결정적 배경 중 하나가 아마존과의 비교라는 점에 주목할 필요가 있습니다. 야놀자는 에어비앤비와의 비교가 가능할 것 같습니다. 야놀자의 성적표를 봅시다. 야놀자는 코로나19 시대인 2020년 글로벌 OTA들 중 거의 유일하게 순성장을 기록한 것으로 보입니다. 2019년에 이어 2020년에도 흑자가 유력합니다. 심지어 지난 3개년 간 매출 성장세가 30% 이상이었습니다. 반면 에어비앤비의 2020년 매출액은 약 3조2000억원으로 예상되며 이는 전년 대비 30% 줄어든 수치입니다. 2020년 적자액은 800억원 가량으로 추정됩니다. 이런 상황에서 140조원의 기업가치를 평가받는다는 것을 고려하면, 야놀자의 기업가치도 10조원 이상이 될 것이라는 말까지 나옵니다. 월스트리트저널이 쿠팡 기업가치를 평가하며 PSR(주가매출비율) 관점에서 아마존과의 비교분석으로 55조원을 책정했다면, 야놀자도 비슷한 공식으로 계산할 경우 10조원 이상이 너끈합니다. 여기에 코로나19가 잦아들고 여행과 관련된 펜트업 수요가 벌어진다면? '10조원+알파'도 꿈은 아닙니다. 더 큰 꿈을 꿀 필요가 있다 물론 쿠팡과 야놀자의 상황이 100% 판박이인 것은 아닙니다. 시장의 특성도 다르고 전략도 차이가 납니다. 다만 야놀자는 강력한 OTA 전략을 가동하는 한편 글로벌 No.1 클라우드 기반 PMS 사업자로 활동하는 중입니다. 기업가치에 있어 더 높은 평가를 받을 여지가 있습니다. 최근 쿠팡의 뉴욕증시행을 두고 '차등의결권 때문'이라는 지적이 나옵니다. 일정부분 역할을 했겠지만 그것만으로 쿠팡이 뉴욕증시행을 택했다고 말하는 것에는 동의할 수 없습니다. 쿠팡은 미국과 일본, 중동의 자금이 들어간 다국적 스타트업이며 당연히 글로벌 최대 자본시장인 뉴욕증시에서 상장을 할 수 밖에 없는 상황입니다. 그 뿐입니다. '국뽕'을 맞을 이유도 없고 그럴 필요도 없습니다. 다만 쿠팡 입장에서 뉴욕증시야말로 미래 가능성을 더 후하게 평가하는 자본시장이라는 확신이 들었기에 미국행을 선택했다는 주장에는 일정정도 동의합니다. 우리의 과제이자, 한국을 택한 야놀자의 선택에 일말의 씁쓸함이 느껴지는 이유입니다.  최진홍 기자무증이 1주일도 안 남았네요. 성투!!!!"
31,[제목 : [야놀자] 20조원가즈아 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=54,2021-02-19,지금 ㅅㅇㄱㄹㅅ 시총 4조 너무 작다참고로 난 2조에 샀지롱20조는 너끈히 갈것이다!
32,[제목 : [야놀자] 뭔소리야 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=55,2021-02-19,지금 주당 85만원인데 뭔 소리야
33,"[코멘트 : [야놀자] 지금 80~90에 거래돼고 있음.

40?? 그돈들고 다른 ]",https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=57,2021-02-19,지금 80~90에 거래돼고 있음.40?? 그돈들고 다른데 가서 투자하시길
34,[코멘트 : [야놀자] 97만원에 거래됐던데요오늘 ****에서.... ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=58,2021-02-19,95만원에 거래됐던데요오늘 ****에서....
35,[제목 : [야놀자] 오늘거래가 ],https://www.38.co.kr/html/forum/board/?o=v&code=350920&no=59,2021-02-19,ㅈㄱㅍㄹㅅ는 95만원ㅅㅇㄱㄹㅅ는 85만원선에 거래되네요 오늘무증 5일 남았네요.참고로 ㅅㅇㄱㄹㅅ는 무증집행일인 25일은 거래 안한답니다.
