date,price,누적투자금,기업가치,트래픽,버즈량(SNS),소비자 거래지수,소비자 거래건수,고용현황,입사자,퇴사자,선행종합지수(2015=100),선행종합지수 전월비(%),재고순환지표(전월차)(%p),경제심리지수(전월차)(p),기계류내수출하지수(선박제외)(전월비)(%),건설수주액(전월비)(%),수출입물가비율(전월비)(%),코스피(전월비)(%),장단기금리차(전월차)(%p),선행지수 순환변동치,〔순환변동치 전월차〕(p),선행지수 전년동월비(%),〔전년동월비 전월차〕(%p),동행종합지수(2015=100),동행종합지수 전월비(%),광공업생산지수(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),건설기성액(전월비)(%),소매판매액지수(전월비)(%),내수출하지수(전월비)(%),수입액(전월비)(%),비농림어업취업자수(전월비)(%),동행지수 순환변동치,〔순환변동치 전월차〕(p),후행종합지수(2015=100),후행종합지수 전월비(%),생산자제품재고지수(전월비)(%),소비자물가지수변화율(서비스)(전월차)(%p),소비재수입액(전월비)(%),취업자수(전월비)(%),CP유통수익률(전월차)(%p),경제심리지수(원계열),경제심리지수(순환변동치),소비자물가지수(2020=100),생활물가지수,식품물가지수,상품,농축수산물,농산물,곡물,채소,과실,기타농산물,축산물,수산물,가공식품,신선식품,신선어개,신선채소,신선과실,신선식품제외,현재생활형편(전체),현재생활형편(여성),현재생활형편(40세미만),현재생활형편(40~50),현재생활형편(50~60),현재경기판단(전체),현재경기판단(여성),현재경기판단(40세미만),현재경기판단(40~50),현재경기판단(50~60),생활형편전망(전체),생활형편전망(여성),생활형편전망(40세미만),생활형편전망(40~50),생활형편전망(50~60),향후경기전망(전체),향후경기전망(여성),향후경기전망(40세미만),향후경기전망(40~50),향후경기전망(50~60),소비지출전망(전체),소비지출전망(여성),소비지출전망(40세미만),소비지출전망(40~50),소비지출전망(50~60),외식비지출전망(전체),외식비지출전망(여성),외식비지출전망(40세미만),외식비지출전망(40~50),외식비지출전망(50~60),소비자심리지수
2021-11-22,2235000,92600000000,1010000000000,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108
2021-11-23,2290000,92600000000,1010000000000,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108
2021-11-24,2350000,92600000000,1010000000000,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108
2021-11-25,2360000,92600000000,1010000000000,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108
2021-11-26,2375000,92600000000,1010000000000,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108
2021-11-29,2400000,92600000000,1010000000000,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108
2021-11-30,2420000,92600000000,1010000000000,508000,252,77.4,421000,731,62,53,127.4,-0.1,-4.4,0.3,-1.9,-4.3,-1.3,-2.3,0.1,100.5,-0.4,4.3,-0.7,118.5,0.3,-0.2,0.9,0.5,0.1,-0.2,0.4,0.2,100.3,0.1,123.2,0.5,1.6,0.1,2.3,0.2,0.1,106.2,106.5,103.87,105.08,106.53,105.33,109.47,106.86,107.52,107.04,106,108.16,116.99,101.93,103.98,105.5,102.23,107,106.15,103.79,92,92,97,94,92,81,76,84,86,82,97,97,100,99,99,96,93,98,98,98,115,115,124,121,111,99,95,106,103,97,108
2021-12-01,2395000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-02,2375000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-03,2405000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-06,2285000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-07,2285000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-08,2395000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-09,2375000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-10,2350000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-13,2300000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-14,2415000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-15,2305000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-16,2340000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-17,2350000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-20,2350000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-21,2350000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-22,2330000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-23,2030000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-24,2200000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-27,2300000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-28,2395000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-29,2395000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2021-12-30,2350000,92600000000,1010000000000,510000,302,79.9,404000,732,54,66,127.7,0.2,-0.9,0,0.3,-1.1,-0.8,-1.7,-0.02,100.4,-0.1,3.8,-0.5,119.5,0.8,1.8,0.4,2.2,0.6,1.4,1.2,0.1,101,0.7,123.8,0.5,1.7,0.2,1.9,0.1,0.1,104.5,106,104.04,104.68,106.78,105.27,110.3,107.38,106.34,102.06,113.44,109.16,118.34,102.7,104.22,106.41,103.2,101.98,113.74,103.94,91,91,97,93,88,79,76,83,83,81,96,97,101,98,97,88,86,89,92,89,110,111,118,115,107,92,90,98,97,90,104
2022-01-03,2200000,92600000000,1010000000000,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104
2022-01-04,2300000,92600000000,1010000000000,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104
2022-01-05,2300000,92600000000,1010000000000,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104
2022-01-06,2300000,92600000000,1010000000000,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104
2022-01-07,2300000,92600000000,1010000000000,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104
2022-01-10,2250000,92600000000,1010000000000,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104
2022-01-11,2210000,92600000000,1010000000000,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104
2022-01-12,2180000,92600000000,1010000000000,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104
2022-01-13,2240000,92600000000,1010000000000,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104
2022-01-14,2210000,92600000000,1010000000000,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104
2022-01-17,2200000,92600000000,1010000000000,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104
2022-01-18,2150000,92600000000,1010000000000,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104
2022-01-19,2150000,92600000000,1010000000000,504000,330,82.7,388000,727,61,47,128,0.2,0.6,0,1.8,7.9,-0.7,-1.4,-0.11,100.3,-0.1,3.5,-0.3,120.4,0.8,1.8,0.1,1.3,-0.2,1.5,2.5,0.1,101.5,0.5,124.3,0.4,0.6,-0.2,4.4,0.2,0.1,105.6,105.4,104.69,105.33,107.53,105.74,112.31,112.39,104.75,107.75,121.64,112.36,116.46,102.8,104.74,111.65,103.36,107.69,122.08,104.38,91,90,95,95,91,76,73,81,78,76,96,98,102,99,97,93,91,94,97,94,111,111,120,117,107,93,92,101,98,90,104
