date,price,전일 주가,일일등락률,kospi지수,kospi등락률(%),kospi대비 주가,주가하락세,누적투자금,기업가치,트래픽,버즈량(SNS),소비자 거래지수,소비자 거래건수,고용현황,입사자,퇴사자,선행종합지수(2015=100),선행종합지수 전월비(%),재고순환지표(전월차)(%p),경제심리지수(전월차)(p),기계류내수출하지수(선박제외)(전월비)(%),건설수주액(전월비)(%),수출입물가비율(전월비)(%),코스피(전월비)(%),장단기금리차(전월차)(%p),선행지수 순환변동치,〔순환변동치 전월차〕(p),선행지수 전년동월비(%),〔전년동월비 전월차〕(%p),동행종합지수(2015=100),동행종합지수 전월비(%),광공업생산지수(전월비)(%),서비스업생산지수(도소매업제외)(전월비)(%),건설기성액(전월비)(%),소매판매액지수(전월비)(%),내수출하지수(전월비)(%),수입액(전월비)(%),비농림어업취업자수(전월비)(%),동행지수 순환변동치,〔순환변동치 전월차〕(p).1,후행종합지수(2015=100),후행종합지수 전월비(%),생산자제품재고지수(전월비)(%),소비자물가지수변화율(서비스)(전월차)(%p),소비재수입액(전월비)(%),취업자수(전월비)(%),CP유통수익률(전월차)(%p),경제심리지수(원계열),경제심리지수(순환변동치),소비자물가지수(2020=100),생활물가지수,식품물가지수,상품,농축수산물,농산물,곡물,채소,과실,기타농산물,축산물,수산물,가공식품,신선식품,신선어개,신선채소,신선과실,신선식품제외,현재생활형편(전체),현재생활형편(여성),현재생활형편(40세미만),현재생활형편(40~50),현재생활형편(50~60),현재경기판단(전체),현재경기판단(여성),현재경기판단(40세미만),현재경기판단(40~50),현재경기판단(50~60),생활형편전망(전체),생활형편전망(여성),생활형편전망(40세미만),생활형편전망(40~50),생활형편전망(50~60),향후경기전망(전체),향후경기전망(여성),향후경기전망(40세미만),향후경기전망(40~50),향후경기전망(50~60),소비지출전망(전체),소비지출전망(여성),소비지출전망(40세미만),소비지출전망(40~50),소비지출전망(50~60),외식비지출전망(전체),외식비지출전망(여성),외식비지출전망(40세미만),외식비지출전망(40~50),외식비지출전망(50~60),소비자심리지수,현재지수,대비,등락률(%),배당수익률(%),주가이익비율,주가자산비율,시가지수,고가지수,저가지수,거래량(천주),거래대금(백만원),상장시가총액(백만원),식료품업 코스피,유통업 코스피,운수창고업 코스피,보통휘발유,자동차용경유,Community_N,Community_P,News_N,News_P
2022-03-22,40600,40200,0.9950248756,2710,0.89,-0.1050248756,0,1.242130751,1.36,671000,446,89.8,425000,721,53,72,128.1,0.1,-1.4,-0.4,-0.7,8.4,-2.2,-3.4,0.13,99.8,-0.2,2.5,-0.4,120.8,0,0.6,0.2,-2.3,-0.9,-0.3,-0.9,0.5,101.5,-0.1,125.4,0.4,0.3,0.2,1,0.5,0,103.4,104,106.06,107.62,108.94,107.89,109.89,109.64,102.59,104.37,119.25,109.74,113.48,102.79,107.79,109.35,102.99,104.28,119.65,105.92,90,90,97,92,89,71,70,75,75,69,95,94,98,95,95,87,88,93,88,85,114,115,123,120,108,96,97,108,99,92,103,2710,23.95,0.89,1.88,12.37,1.1,2686.68,2712.14,2686.58,489442,9367506,2127002890,3735.76,371.49,2203.73,2001.84,1917.89,0,1,0,1
2022-03-23,40900,40600,0.7389162562,2735.05,0.92,0.1810837438,1,1.242130751,1.36,671000,446,89.8,425000,721,53,72,128.1,0.1,-1.4,-0.4,-0.7,8.4,-2.2,-3.4,0.13,99.8,-0.2,2.5,-0.4,120.8,0,0.6,0.2,-2.3,-0.9,-0.3,-0.9,0.5,101.5,-0.1,125.4,0.4,0.3,0.2,1,0.5,0,103.4,104,106.06,107.62,108.94,107.89,109.89,109.64,102.59,104.37,119.25,109.74,113.48,102.79,107.79,109.35,102.99,104.28,119.65,105.92,90,90,97,92,89,71,70,75,75,69,95,94,98,95,95,87,88,93,88,85,114,115,123,120,108,96,97,108,99,92,103,2735.05,25.05,0.92,1.86,12.48,1.11,2727.12,2742.27,2720.83,883376,11838672,2146408436,3754.45,371.95,2196.8,2001.72,1918.25,0,1,0,0
2022-03-24,40900,40900,0,2729.66,-0.2,-0.2,0,1.242130751,1.36,671000,446,89.8,425000,721,53,72,128.1,0.1,-1.4,-0.4,-0.7,8.4,-2.2,-3.4,0.13,99.8,-0.2,2.5,-0.4,120.8,0,0.6,0.2,-2.3,-0.9,-0.3,-0.9,0.5,101.5,-0.1,125.4,0.4,0.3,0.2,1,0.5,0,103.4,104,106.06,107.62,108.94,107.89,109.89,109.64,102.59,104.37,119.25,109.74,113.48,102.79,107.79,109.35,102.99,104.28,119.65,105.92,90,90,97,92,89,71,70,75,75,69,95,94,98,95,95,87,88,93,88,85,114,115,123,120,108,96,97,108,99,92,103,2729.66,-5.39,-0.2,1.87,12.45,1.11,2716.25,2729.66,2705.14,960898,13177859,2142618011,3831.97,370.11,2220.45,2001.81,1918.92,0,0,0,1
2022-03-25,41000,40900,0.2444987775,2729.98,0.01,-0.2344987775,0,1.242130751,1.36,671000,446,89.8,425000,721,53,72,128.1,0.1,-1.4,-0.4,-0.7,8.4,-2.2,-3.4,0.13,99.8,-0.2,2.5,-0.4,120.8,0,0.6,0.2,-2.3,-0.9,-0.3,-0.9,0.5,101.5,-0.1,125.4,0.4,0.3,0.2,1,0.5,0,103.4,104,106.06,107.62,108.94,107.89,109.89,109.64,102.59,104.37,119.25,109.74,113.48,102.79,107.79,109.35,102.99,104.28,119.65,105.92,90,90,97,92,89,71,70,75,75,69,95,94,98,95,95,87,88,93,88,85,114,115,123,120,108,96,97,108,99,92,103,2729.98,0.32,0.01,1.87,12.46,1.11,2740.83,2740.95,2722.36,602771,10824995,2143377809,3802.67,368.57,2179.59,2001.92,1919.65,0,1,0,1
2022-03-28,41000,41000,0,2729.56,-0.02,-0.02,0,1.242130751,1.36,671000,446,89.8,425000,721,53,72,128.1,0.1,-1.4,-0.4,-0.7,8.4,-2.2,-3.4,0.13,99.8,-0.2,2.5,-0.4,120.8,0,0.6,0.2,-2.3,-0.9,-0.3,-0.9,0.5,101.5,-0.1,125.4,0.4,0.3,0.2,1,0.5,0,103.4,104,106.06,107.62,108.94,107.89,109.89,109.64,102.59,104.37,119.25,109.74,113.48,102.79,107.79,109.35,102.99,104.28,119.65,105.92,90,90,97,92,89,71,70,75,75,69,95,94,98,95,95,87,88,93,88,85,114,115,123,120,108,96,97,108,99,92,103,2729.56,-0.42,-0.02,1.87,12.46,1.11,2721.22,2737.46,2707.74,768043,9801744,2143333164,3819.52,368.17,2159.51,2001.15,1920.44,0,0,0,1
2022-03-29,41500,41000,1.219512195,2741.07,0.42,-0.7995121951,0,1.242130751,1.36,671000,446,89.8,425000,721,53,72,128.1,0.1,-1.4,-0.4,-0.7,8.4,-2.2,-3.4,0.13,99.8,-0.2,2.5,-0.4,120.8,0,0.6,0.2,-2.3,-0.9,-0.3,-0.9,0.5,101.5,-0.1,125.4,0.4,0.3,0.2,1,0.5,0,103.4,104,106.06,107.62,108.94,107.89,109.89,109.64,102.59,104.37,119.25,109.74,113.48,102.79,107.79,109.35,102.99,104.28,119.65,105.92,90,90,97,92,89,71,70,75,75,69,95,94,98,95,95,87,88,93,88,85,114,115,123,120,108,96,97,108,99,92,103,2741.07,11.51,0.42,1.86,12.51,1.12,2745.62,2754.18,2733.22,732159,10020300,2152615774,3816.87,369.96,2170.24,2000.45,1920.32,0,0,0,1
2022-03-30,41600,41500,0.2409638554,2746.74,0.21,-0.03096385542,0,1.242130751,1.36,671000,446,89.8,425000,721,53,72,128.1,0.1,-1.4,-0.4,-0.7,8.4,-2.2,-3.4,0.13,99.8,-0.2,2.5,-0.4,120.8,0,0.6,0.2,-2.3,-0.9,-0.3,-0.9,0.5,101.5,-0.1,125.4,0.4,0.3,0.2,1,0.5,0,103.4,104,106.06,107.62,108.94,107.89,109.89,109.64,102.59,104.37,119.25,109.74,113.48,102.79,107.79,109.35,102.99,104.28,119.65,105.92,90,90,97,92,89,71,70,75,75,69,95,94,98,95,95,87,88,93,88,85,114,115,123,120,108,96,97,108,99,92,103,2746.74,5.67,0.21,1.85,12.54,1.12,2758.31,2760.6,2740.02,840134,11099514,2156901356,3833.97,370.21,2181.94,1999.44,1919.72,0,1,0,1
2022-03-31,40100,41600,-3.605769231,2757.65,0.4,4.005769231,1,1.242130751,1.36,671000,446,89.8,425000,721,53,72,128.1,0.1,-1.4,-0.4,-0.7,8.4,-2.2,-3.4,0.13,99.8,-0.2,2.5,-0.4,120.8,0,0.6,0.2,-2.3,-0.9,-0.3,-0.9,0.5,101.5,-0.1,125.4,0.4,0.3,0.2,1,0.5,0,103.4,104,106.06,107.62,108.94,107.89,109.89,109.64,102.59,104.37,119.25,109.74,113.48,102.79,107.79,109.35,102.99,104.28,119.65,105.92,90,90,97,92,89,71,70,75,75,69,95,94,98,95,95,87,88,93,88,85,114,115,123,120,108,96,97,108,99,92,103,2757.65,10.91,0.4,1.85,12.58,1.12,2743.24,2765.2,2743.2,1030289,9729367,2164962824,3848.52,373.53,2184.3,1998.39,1918.84,0,1,0,1
2022-04-01,40300,40100,0.4987531172,2739.85,-0.65,-1.148753117,0,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2739.85,-17.8,-0.65,1.86,12.5,1.12,2745.85,2745.85,2729.68,1305564,10689584,2151279538,3880.32,372.99,2190.46,1996.11,1916.89,0,1,1,0
2022-04-04,40100,40300,-0.4962779156,2757.9,0.66,1.156277916,1,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2757.9,18.05,0.66,1.85,12.59,1.12,2729.86,2758.38,2722.45,1022971,9744918,2164964282,3930.72,376.41,2196.85,1992.3,1913.19,0,0,0,1
2022-04-05,40900,40100,1.995012469,2759.2,0.05,-1.945012469,0,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2759.2,1.3,0.05,1.85,12.59,1.12,2765.5,2769.18,2750.5,1605994,9933181,2165864596,3943.71,376.89,2196.24,1990.23,1911.37,0,0,1,0
2022-04-06,40000,40900,-2.200488998,2735.03,-0.88,1.320488998,1,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2735.03,-24.17,-0.88,1.86,12.48,1.11,2739.07,2747.85,2730.66,1321645,11014545,2147029119,3942.01,373.85,2186.43,1988.81,1910.43,0,0,0,1
2022-04-07,40500,40000,1.25,2695.86,-1.43,-2.68,0,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2695.86,-39.17,-1.43,1.89,12.3,1.1,2714.7,2718.5,2693.36,999276,12291043,2116922779,3933.53,368.09,2128.23,1987.04,1909.18,,,,
2022-04-08,41300,40500,1.975308642,2700.39,0.17,-1.805308642,0,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2700.39,4.53,0.17,1.89,12.32,1.1,2706.64,2712,2685.52,948355,10296234,2119201356,3921.17,368.2,2126.45,1984.87,1907.86,,,,
2022-04-11,44000,41300,6.537530266,2693.1,-0.27,-6.807530266,0,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2693.1,-7.29,-0.27,1.89,12.29,1.1,2687.54,2711.02,2683.96,742602,8831630,2113756558,3955.99,369.34,2123.89,1980.41,1904.54,0,0,0,1
2022-04-12,41400,44000,-5.909090909,2666.76,-0.98,4.929090909,1,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2666.76,-26.34,-0.98,1.91,12.17,1.09,2674.17,2685.08,2658.4,870970,9853720,2092582277,3919.52,366.52,2128.21,1976.94,1902.53,0,0,1,0
2022-04-13,41300,41400,-0.2415458937,2716.49,1.86,2.101545894,1,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2716.49,49.73,1.86,1.88,12.4,1.11,2677.53,2717.63,2672.6,733241,9645446,2131314721,3930.64,370.36,2149.42,1974.21,1900.84,0,1,0,1
2022-04-14,40000,41300,-3.147699758,2716.71,0.01,3.157699758,1,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2716.71,0.22,0.01,1.88,12.4,1.11,2719.34,2720.3,2702.61,665351,11419812,2130735885,3955.93,373.55,2159.36,1972.26,1899.67,0,0,0,1
2022-04-15,40000,40000,0,2696.06,-0.76,-0.76,0,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2696.06,-20.65,-0.76,1.89,12.3,1.1,2695.52,2705.41,2685.01,693718,9570268,2114429291,3936.68,370.5,2152.01,1970.42,1899.2,0,1,1,0
2022-04-18,39500,40000,-1.25,2693.21,-0.11,1.14,1,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2693.21,-2.85,-0.11,1.89,12.29,1.1,2685.04,2701.11,2681.37,1024915,9050332,2112795552,4004.54,374.9,2134.85,1968.37,1899.04,0,1,0,1
2022-04-19,39500,39500,0,2718.89,0.95,0.95,1,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2718.89,25.68,0.95,1.87,12.41,1.11,2707.76,2723.98,2705.32,1257385,9779975,2133070296,4050.48,376.66,2161.98,1967.79,1899.54,0,1,1,0
2022-04-20,41000,39500,3.797468354,2718.69,-0.01,-3.807468354,0,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2718.69,-0.2,-0.01,1.87,12.41,1.11,2718.49,2724.46,2702.84,1736283,12283913,2132905875,4160.14,376.22,2155.78,1967.3,1900.24,0,0,1,0
2022-04-21,41700,41000,1.707317073,2728.21,0.35,-1.357317073,0,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2728.21,9.52,0.35,1.87,12.45,1.11,2725.71,2737.54,2725.04,1002973,11482591,2140416801,4123.95,378.38,2173.45,1966.82,1900.7,0,0,1,0
2022-04-22,39400,41700,-5.51558753,2704.71,-0.86,4.65558753,1,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2704.71,-23.5,-0.86,1.88,12.34,1.1,2704.72,2708.58,2690.48,1239910,12120588,2122781766,4169.02,375.33,2147.53,1966.64,1901.65,0,0,1,0
2022-04-25,40600,39400,3.045685279,2657.13,-1.76,-4.805685279,0,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2657.13,-47.58,-1.76,1.92,12.12,1.08,2676.67,2680.35,2657.04,1018005,11698116,2085607419,4190.18,367.51,2080.55,1967.62,1906.16,0,0,0,1
2022-04-26,40600,40600,0,2668.31,0.42,0.42,1,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2668.31,11.18,0.42,1.91,12.18,1.09,2674,2678.05,2663.83,889942,10807853,2093885341,4212.58,369.73,2117.07,1968.2,1908.09,0,0,0,1
2022-04-27,40600,40600,0,2639.06,-1.1,-1.1,0,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2639.06,-29.25,-1.1,1.93,12.04,1.07,2630.58,2641.82,2615.5,1072367,12558711,2070445708,4133.2,365.39,2097.77,1968.74,1909.86,0,0,1,0
2022-04-28,40600,40600,0,2667.49,1.08,1.08,1,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2667.49,28.43,1.08,1.91,12.17,1.09,2656.54,2667.49,2638.37,899169,12463396,2097782080,4119.24,375.02,2145.28,1969.9,1911.81,0,0,1,0
2022-04-29,40600,40600,0,2695.05,1.03,1.03,1,1.242130751,1.36,656000,352,85.9,440000,693,44,37,128.3,0.2,-2.1,0,-3.9,-7.7,-0.6,-2,0.25,99.6,-0.2,2.2,-0.3,120.7,-0.1,-0.6,1,-2.1,-0.2,-1.8,-1.5,0.6,101.1,-0.4,125.9,0.4,0.5,0.1,-0.4,0.5,0.1,105.7,103.3,106.85,108.49,109.62,109.19,110.42,109.2,101.13,102.6,121.04,108.56,115.17,104.13,108.79,109.62,104.36,102.49,121.49,106.72,92,93,99,93,91,74,75,79,78,72,94,96,99,97,95,87,89,95,88,84,114,117,124,119,111,98,98,106,102,94,104,2695.05,27.56,1.03,1.89,12.3,1.1,2669.18,2696.1,2664.06,975253,12664752,2119864985,4074.08,375.98,2164.55,1971.64,1915.25,1,0,1,0
2022-05-02,40500,40600,-0.2463054187,2687.45,-0.28,-0.03369458128,0,1.242130751,1.36,650000,296,95.4,528000,724,68,46,128.8,0.4,0.5,0.3,0,1.5,0,-1.2,0.15,99.6,0,2.2,0,121,0.2,-0.6,1.4,2.2,-0.3,-0.9,-0.8,0.1,101.2,0.1,126.3,0.3,-0.7,0.1,0.7,0.2,0.1,106.7,102.6,107.56,109.54,111.32,110.16,112.45,106.73,99.72,98.63,119.11,108.28,125.05,104.64,109.19,107.46,104.85,98.5,119.51,107.56,89,91,94,91,89,74,73,76,80,71,93,95,96,97,93,84,86,87,85,82,116,118,124,120,111,100,99,108,106,95,103,2687.45,-7.6,-0.28,1.85,11.13,1.08,2669.21,2689.91,2667.85,873723,9075649,2114441740,4144.57,378.12,2177.81,1944.63,1904.81,0,1,0,1
