,titles,links,dates,contents
95,"[제목 : [이브이알스튜디오] 코넥스 텐배거 마지막 투자보루처 ""에이스캠퍼"" ]",https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=368,2021-09-02,"국내최초 캠핑카(RV) 제조 및 공유플랫폼 상장업체현 시총 115억2020년 매출 100억8천만원 2021년 예상매출 200~250억☆ 본격 캠핑계절 도래. 캠핑테마 대장주RV 대표기업 에이스캠퍼, 올해 상반기 캠핑카 매출 3~4배 급증※코로나19팬데믹 이후 캠핑시장의 수요 급증 최대 수혜주코로나19 시대 '차박' 열풍 속 캠핑 관련 서비스 이용 급증투자유치연혁20년 4월,7월 2차례 5억 펀딩 성공 (주당 3800원, 2000원)20년 9월 엔젤투자자로부터 주당 2,000원 20억원 현금투자 유치20년 12월 코넥스 상장 시초가 2,000원21년 4월 40억 투자유치레저자동차기업 에이스캠퍼, 코넥스 신규상장올해 4월 코리아센터로 부터 40억 투자유치 유상증자 175%할증 주당 2,800원. 사업모델 인정에이스캠퍼, 40억 투자유치... ""레저플랫폼 기업 도약""☆여행운수법 개정 올해 9월부터 캠핑카 공유렌트가능코센모빌리티와 캠핑공유플랫폼 꿈카 서비스 출시코센모빌리티-에이스캠퍼, 캠핑카 레저사업 확대 '맞손'9월부터 화물차,특수차 개조한 캠핑카 렌트 가능해진다시장 유통주식수 40~50만주 내외, 초품절주3대주주 90% 물량보유DCF(현금흐름할인법) 계산 시 2020년 1월 기업가치 653억19년 매출 35억20년 매출 101억21년 예상매출 200~250억TI-3등급 기술특례상장 획득내년 2022년 상반기 코스닥 이전상장 계획세계 10대 중장비 생산기업인 샤먼중공업 그룹의 자회사인 귀족1호(자동차)과학기술 유한회사와 기술수출계약 및 합작회사를 설립해 30%의 지분을 확보할 수 있는 콜옵션 획득, 대규모 생산CAPA확보. 중국 캠핑카 시장 본격 진출 가시화 및 원가 경쟁력 상승에이스캠퍼㈜,캠핑카 주문 증가로중국 합자회사 생산라인 풀(Full)가동중국 생산기지 구축한 ‘에이스캠퍼’, “글로벌 캠핑수요 급증에 따른 수혜 예상동종업계 비교Thor Industries(토르 인더스트리스)시총 6조 7,376억원위니바고 인더스트리시총 2조 8,666억원세계로 뻗어가는 에이스캠퍼가 RV 레저 플랫폼 생태계를 만드는 꿈을 이루겠다.  -김민성 에이스캠퍼 대표-(주)코리아센터 카라반테일 21억 양수 결정. 유럽/미국 카라반 독점공급 수입판매"
96,"[제목 : [이브이알스튜디오]
 도데체  EVR이랑 무슨 상관이죠??? ]",https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=369,2021-09-03,쓸데없이 관련없는글은 올리 마세요~~~
97,"[코멘트 : [이브이알스튜디오] 방주소 잘 못  짖은듯!
치우라~ ]",https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=370,2021-09-03,방주소 잘 못  짖은듯!치우라~
98,[제목 : [이브이알스튜디오] 뭐 좋은 소식 있나요? ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=371,2021-09-09,가격이 많이 올라서 그러는 무슨 좋은 소식이 있는지요?
99,[코멘트 : [이브이알스튜디오] 좋은 소식은 아니고 그냥 기대감 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=372,2021-09-09,좋은 소식은 아니고 그냥 기대감
100,[제목 : [이브이알스튜디오] 3만원 가봐야 시총이 2400억뿐이 안됨 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=373,2021-09-09,이 정도 기술력과 인적 구성이면 장내진입시 적어도 시총 5천억임..장외에서도 3만까지는 쉽게 움직일 것임.계속 나오던  물량이 이제 다 정리된 느낌임.
101,[제목 : [이브이알스튜디오] 3만원 가봐야 시총이 2400억뿐이 안됨 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=374,2021-09-11,네 어떤분은 일찍 던지고 다시 매수하려고 난리ㅋ
102,"[제목 : [이브이알스튜디오] 슬슬, 금액대 형성된듯하네요... ]",https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=375,2021-09-14,"50% 올랐으니까...잠시 횡보하고,중간에 뭔가 호재거리나오면,[액분이나 추가투자]2.5~3만원까지가고.심사청구기사나오면.4~5만원가고,승인나면, 최소 7이상이네...상장전까지 7~10사이에서 놀겠네요.요즘 메타가 대세니.공모가 3~4만원대 잡아서.따상,상까지만 가즈아~메타 시들기전에 언넝 상장했으면 좋겠네요.게임나오고 상장갈줄 알았는데.생각보다 빨리 상장한다고 하니...추가매수못한게 한이네요.지금 가지고 있는거중에는 수익율이 좋네요."
103,[제목 : [이브이알스튜디오] 매수 하실분 빨랑 매수하세요~~~~ ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=376,2021-09-24,곧 날라갑니다....
104,[제목 : [이브이알스튜디오] 이제는 이브이알 시대다 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=385,2021-11-08,"앞주부터 대량매매가 되기 시작했네요메타버스 대장주로 갈 가능성이 있습니다.메타버스 관련주 스코넥, 쓰리디팩토리  엄청 상승 했습니다.이제는 이브이알스튜디오 입니다.상장 신청하면 잡고 싶어도 못 잡아요빨리 탑승하세요"
105,[제목 : [이브이알스튜디오] 대박 가즈아 🔥 👍 🙌 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=386,2021-11-15,
106,"[제목 : [이브이알스튜디오]
 이제시작에불과 적정가5만원이상 ]",https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=388,2021-11-17,자이언트스텝과비교해보면기술력별별차이가없는듯
107,[제목 : [이브이알스튜디오] 제2의그래프톤 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=389,2021-11-17,마이크로소프트사등세계거물기업들이 투자에나서는차세대 대장주테마
108,[제목 : [이브이알스튜디오] 지금 메타흐름이 너무 좋네요. ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=390,2021-11-17,"지금부터 슬슬 메타관련주들시동걸고 있는데.내년부터는 메타관련주들 날라갈꺼 같은데,상장시 1조정도 예상햇는데. 지금 흐름이라면 2조 이상도 노력볼만합니다.내년에 상장준비만 하면 딱이네요.5년정도 생각하고 들어갔는데.1년동안 진득하게 들고간 보람이 있네요.불과 몇달전에 추매할 기회를 놓친게 아쉽네요.만주 딱 맞출려고 했는데. ㅠㅠ"
109,[제목 : [이브이알스튜디오] 이브이알 스튜디오 주관사 선정했습니다. ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=391,2021-11-18,빠르면 내년말이나 내후년 초에 상장예상합니다.5년정도 생각하고 들어갔는데.메타바람에 일정이 앞당겨진거 같네요.10~15까지 보고 있습니다.주식하고 코인에서 수억날린거장외에서 복구하네요.ㅠㅠ
110,[코멘트 : [이브이알스튜디오] 찬티 인가요?안티 인가요? ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=393,2021-11-20,
111,[제목 : [이브이알스튜디오] 찬티 인가요?안티 인가요?2022년 초  상장 예정 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=394,2021-11-20,"장외주식 처음하냐.주관사 이제 선정했는데.어떻게 초에 상장하냐.돌대가리야.심사청구해도, 초에 상장할까 말까 하는데...고작 몇백개 샀냐...ㅋㅋ"
112,[제목 : [이브이알스튜디오] 글 정정합니다. ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=395,2021-11-20,"메타분위기가 워낙좋아서.이전글보시면, 예상했던 로드맵은2~3만원대횡보하다가, 심사청구시5~6만원으로 예상했는데.현재 주관사선정까지 3만원때까지 올라온상태입니다.심사청구들어갈려면 길게는 1년정도 보고있는데.그때까지, 기관 추가투자나 여러가지 호재만 좀더 있으면5만원까지 가주고,심사청구들어가준다면.7~10만원까지도 올릴꺼 같네요.호재야 만들면되고.액분정도만 해줘도,상장시 따상만해준다면.[메타바람이남아있다면.]  10만원~20만원까지도 간다는 희망사항이 생겼네요.물론 주주분들의 희망사항이겠지만.얻어걸린건지.메타가 타이밍이 기가 막히네요.다행인건.아직까지 사람들이 이브이알존재를 잘 모르니.주주동호회 순위 100이하인걸보니.앞으로도 오를기회는 많다고 생각합니다.사람들이 많이알수록 먹을게 없거든요.심사청구까지 조용조용 갔으면 하는 개인적인 생각입니다."
113,[제목 : [이브이알스튜디오] 궁금한게 있는데요 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=398,2021-11-30,왜 38커뮤니케이션에는 이브이알스튜디오 매도매수 글이 없는거죠??
114,[제목 : [이브이알스튜디오] 심심합니다. 뉴스주세요 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=400,2021-12-17,
115,[제목 : [이브이알스튜디오] 회사에서 못하게 막음 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=401,2021-12-17,이브이알 회사에서 못올리게 한답니다.저도 궁금해서 제 단골 딜러께물어봤습니다.
116,"[제목 : [이브이알스튜디오] 철수,1000배 수익비결 ]",https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=402,2021-12-18,메타버스 기업투자
117,[제목 : [이브이알스튜디오] 어느날...김수현 디지털휴먼 등극!  대박 가즈아 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=403,2021-12-21,
118,[제목 : [이브이알스튜디오] 앞으로 진행방향 및 향후 미래전망 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=404,2021-12-30,퀀터점프 예상내년기대하세요...주주님들
119,[제목 : [이브이알스튜디오] 이번 PRE-IPO 투자 회사는 어디인가요?? ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=407,2022-01-13,"이번 PRE-IPO 투자 회사는 어디인가요?? 투자는 많이 받는 거 같은데, 투자 회사는 어디서 확인하나요?? "
120,[제목 : [이브이알스튜디오] 유명벤처면 카카오나 네이버죠 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=408,2022-01-13, 작년에 카카오벤처스 투자 받았으니까 추가 받은것은 가능성높고 네이버에서도 했을듯~
121,"[코멘트 : [이브이알스튜디오] 일단  ,  중박정도는 가능한  종목이라  소량 담았습 ]",https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=409,2022-01-15,"일단  ,  중박정도는 가능한  종목이라  소량 담았습니다ㅣ투자한회사가  거의  어벤져스급!!  운영진들도~~기생충으로 대박친  바른손 자회사!!얼릉  사  모으세요~~  기다리면,  오릅니다.~~"
122,[제목 : [이브이알스튜디오] 한푼두푼 열심히 모아갈때입니다. ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=410,2022-01-17,지금이 매수타이밍입니다. 최저점이라고 생각하시면 됩니다.
123,[제목 : [이브이알스튜디오] 청개구리 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=412,2022-01-18,이브이알스튜디오  프리IPO에 참여하려고 기관들이 줄은서도 아랑곳하지 않는 청개구리들의 물량을 다 거둬가면 주가는 급상승하겠죠
124,[제목 : [이브이알스튜디오] 이브이알 투자자!!  대박입니다. ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=413,2022-01-29,이브이알 스튜디오 !! 투자자의 규모만 봐도~~  역대급  메타~!!!페이스북이 몇조 가치를 버리고  사명을 META 로  바꾼거만 봐도메타버스는  미래의  먹거리죠~ !!!
125,"[제목 : [이브이알스튜디오] 대박 ,미래에셋LG전자  30억 투자 ]",https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=414,2022-03-22,미래에셋LG전자
126,[제목 : [이브이알스튜디오] 제일기획 170억투자유치 ],https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=415,2022-05-11, 제2의 크레프톤으로 가즈아
127,"[제목 : [이브이알스튜디오] 유상증자, 주당 4,500원은 뭐다냐?? ]",https://www.38.co.kr/html/forum/board/?o=v&code=379660&no=416,2022-09-01,"유상증자, 주당 4,500원 공시는 또 뭐다냐??  이 회사는 어째, 반대로 가고 있다냐??  "
