iter	Logloss
441	0.1548296346
442	0.1547068027
443	0.1545866257
444	0.1542935437
445	0.1540898115
446	0.1540112844
447	0.1538552492
448	0.1537530545
449	0.1536394466
450	0.1534598805
451	0.1532349272
452	0.1530782639
453	0.1529882931
454	0.152826946
455	0.1526672087
456	0.1524786465
457	0.1523987336
458	0.1522105013
459	0.1518931242
460	0.1516833114
461	0.1514895494
462	0.1513602841
463	0.1512475619
464	0.1511163093
465	0.1509569557
466	0.1507743731
467	0.1506571204
468	0.150561093
469	0.1504502875
470	0.1502344721
471	0.1498992139
472	0.1497538156
473	0.149503787
474	0.1493795777
475	0.1492463014
476	0.1490891465
477	0.1488343675
478	0.1486068257
479	0.1484368293
480	0.1482803042
481	0.1481341826
482	0.1479556594
483	0.1477511992
484	0.1474992006
485	0.1473314237
486	0.1471795758
487	0.1469971796
488	0.1468270967
489	0.1466760726
490	0.1465304977
491	0.1463875633
492	0.1462133655
493	0.1461297677
494	0.1459265653
495	0.145649136
496	0.1455429794
497	0.145290637
498	0.1451655536
499	0.1450725453
500	0.144850015
501	0.1447661026
502	0.1446257879
503	0.1444451655
504	0.1443124773
505	0.144250154
506	0.1440949303
507	0.1439587549
508	0.1437904088
509	0.1435186312
510	0.1433617674
511	0.143149966
512	0.1429822899
513	0.1428369341
514	0.1427020106
515	0.1424006609
516	0.1422425984
517	0.1421524062
518	0.1420035607
519	0.1418301398
520	0.1416530408
521	0.1414421034
522	0.1412646973
523	0.1411241275
524	0.140951599
525	0.1407441431
526	0.140609558
527	0.1405316492
528	0.1403172237
529	0.1401139863
530	0.1400137735
531	0.1397353294
532	0.1395796219
533	0.1394573779
534	0.1392675595
535	0.1391073595
536	0.1390073972
537	0.1386829602
538	0.1384916409
539	0.138285538
540	0.1381560925
541	0.1380270235
542	0.137873591
543	0.1378258062
544	0.137635496
545	0.1374871296
546	0.1373622764
547	0.1371878844
548	0.1370979515
549	0.1369345736
550	0.1367784582
551	0.1366519265
552	0.1364870799
553	0.1364277587
554	0.136277358
555	0.1361333008
556	0.1359349075
557	0.1358658884
558	0.1357100115
559	0.1355828803
560	0.1354741926
561	0.1354180936
562	0.1352704453
563	0.1351264466
564	0.1349839128
565	0.1348456442
566	0.1347522212
567	0.1345017277
568	0.1343985379
569	0.134322578
570	0.134045682
571	0.1339020914
572	0.1337726952
573	0.1336045344
574	0.133433991
575	0.1332114045
576	0.1331108305
577	0.1330238737
578	0.1329213091
579	0.1326873108
580	0.1325401819
581	0.1322359381
582	0.1320771223
583	0.1318848865
584	0.1317941383
585	0.1316714077
586	0.1315705943
587	0.1313087949
588	0.1311832151
589	0.131097579
590	0.1309284185
591	0.1307046357
592	0.1305974832
593	0.130519609
594	0.1303974869
595	0.1302465806
596	0.1301412896
597	0.1300448181
598	0.1299082638
599	0.1298258609
600	0.1297347274
601	0.1294696803
602	0.1293547362
603	0.1291713285
604	0.1290608058
605	0.1289874123
606	0.1288329164
607	0.1286992751
608	0.1285712323
609	0.1284768629
610	0.128333772
611	0.1280789404
612	0.1278792635
613	0.1278057703
614	0.127539757
615	0.1274315026
616	0.1272494983
617	0.1270597439
618	0.1270050857
619	0.1268291966
620	0.1266280177
621	0.1265667784
622	0.1263251533
623	0.126097178
624	0.1260458904
625	0.1258117681
626	0.1257345699
627	0.1256925173
628	0.1255473192
629	0.125334631	0630	0.1251038558
631	0.1248991454
632	0.1248166708
633	0.1246053653
634	0.1244377153
635	0.124258637	0636	0.124638	0.12637	0.1240242712
638	0.1238517475
639	0.1237359132
640	0.1236838202
641	0.1234467181
642	0.1232824349
643	0.1231000522
644	0.122948338
645	0.1228561797
646	0.1226293453
647	0.1223816049
648	0.1223311574
649	0.1221684087
650	0.121974104
651	0.121639241
652	0.1215085313
653	0.1213583757
654	0.1211589992
655	0.1209286537
656	0.1208053154
657	0.1206030677
658	0.120510546
659	0.1203019503
660	0.1201080872
661	0.1200208755
662	0.1198647357
663	0.1197877995
664	0.1196041592
665	0.1194464964
666	0.1193053864
667	0.1191118602
668	0.1190038654
669	0.1189089002
670	0.1186961672	671	0.1186261673	0.116563591
674	0673	0.118345675	0674	0.1181648539
675	0.1180850586
676	0.1177630493
677	0.117513679	0678	0.117423680	0679	0.117204681	0680	0.11709682	0.681	0.116942691
682	0.1166794639
683	0.1164854478
684	0.1162957209
685	0.1161701035
686	0.1160270387
687	0.1159588304
688	0.1158665087
689	0.1157652277
690	0.1155667839
691	0.1153576369
692	0.1151798339
693	0.1150792799
694	0.1150260731
695	0.1148677328
696	0.1147066391
697	0.1144464711
698	0.1143517849
699	0.1141871801
700	0.1139346762
701	0.1137141517
702	0.1136223229
703	0.1135687053
704	0.1133928679
705	0.1132772697
706	0.1131759844
707	0.1129872687
708	0.1127771913
709	0.1126489072
710	0.1124538309
711	0.1123218458
712	0.1120918725
713	0.1119681979
714	0.111794472
715	0.1116148123
716	0.1115553226
717	0.11135947
718	0.1112814002
719	0.1111629784
720	0.1110975035
721	0.1109184493
722	0.1107197797
723	0.1105510627
724	0.1103528301
725	0.1101735231
726	0.1100761256
727	0.1099093387
728	0.10981198
729	0.109707899
730	0.1095361203
731	0.1094921063
732	0.1092811512
733	0.1092223301
734	0.1090879428
735	0.108967394
736	0.1087691601
737	0.1086478762
738	0.1085570725
739	0.1084971738
740	0.1083187655
741	0.1081388004
742	0.1080417735
743	0.107911509
744	0.1078614834
745	0.1077979418
746	0.1076141594
747	0.1074899771
748	0.1073601486
749	0.1072849007
750	0.1072092782
751	0.1070628273
752	0.1069566299
753	0.1067085286
754	0.1066162459
755	0.1063547352
756	0.1062616051
757	0.1061092484
758	0.1058775195
759	0.1057225931
760	0.1056433811
761	0.1054828379
762	0.1053758002
763	0.10765	0.104764	0.10766	0.10765	0.10767	0.103766	0.10768	0.103767	0.10769	0.103768	0.1043250015
769	0.10410411
770	0.1039084875
771	0.1037563111
772	0.1036911964
773	0.1035775	0.1774	0.1033776	0.1775	0.1032777	0.1776	0.1030778	0.1026934928
779	0.1026616887
780	0.1025311391
781	0.1024021296
782	0.1022767414
783	0.1021977693
784	0.1021261485
785	0.1020607697
786	0.1019763912
787	0.1018374282
788	0.1017748065
789	0.1016208709
790	0.1014632964
791	0.1013362726
792	0.1011958852
793	0.1010487026
794	0.1009560867
795	0.100870994
796	0.1007673714
797	0.1006725087
798	0.1005151347
799	0.1004064768
800	0.1003388832
801	0800	0.100047802	0.1000479902
803	0.09975701009
804	0.09967156753
805	0.09953690091
806	0.09941106658
807	0.09920680999
808	0.09906702766
809	0.09894913729
810	0.09886026283
811	0.09879501863
812	0.09867426966
813	0.0985413309
814	0.09832858701
815	0.09819078445
816	0.09803187323
817	0.09783533519
818	0.09763494679
819818	0.097917784820819	0.097744573821820	0.09764685782821	0.09738623143
822	0.097187970282823	0.097095034182824	0.097007196826	0.09671579357
827	0.09660531294
828827	0.09648582829	828	0.09630226830	829	0.09617512239
830	0.09606735832	831	0.09601446833	832	0.09584786834	833	0.09577569835	834	0.09572519836	835	0.09559543837	836	0.09541348838	837	0.09528535839	838	0.09510967840	839	0.09502503841	840	0.0949878842	0841	0.0948916843	0842	0.0948168844	0843	0.09468253412
844	0.09443670577
845	0.09430589623
846	0.09411683214
847	0.09397621281
848	0.09390499653
849	0.09384772185
850	0.09375884972
851	0.09361214547
852	0.09349232815
853	0.09338246246
854	0.09325885946
855	0.09317865504
856	0.09310341817
857	0.09296419614
858	0.09281573904
859	0.09278821079
860	0.09258912416
861	0.09241030152
862	0.0923092779
863	0.09222350553
864	0.09206128306
865	0.09198511116
866	0.09187282623
867	0.09164580526
868	0.09146458365
869	0.09134854198
870	0.09114277179
871	0.09106289963
872	0.09088602971
873	0.09078032422
874	0.09071026965
875	0.09061309478
876	0.09055429938
877	0.09040085139
878	0.09033505674
879	0.09029883244
880	0.09007189296
881	0.08996433591
882	0.08988464836
883	0.08972662961
884	0.08949630836
885	0.887	0.089982886	0.888	0.089876887	0.889	0.089768888	0.890	0.089634889	0.08876948434
890	0.088653487891891	0.893	0.089159892	0.894	0.089080893	0.895	0.08892735891
896	0.08884074332
897	0.088753896	0.898	0.088682897	899	0.08856778898	900	0.08846218899	901	0.0882274900	902	0.08811201901	903	0.08805107902	0.08700225453
903	0.08692726099
904	0.0867990546
905	907	0.0876354906	0.08473158597
907	0.0846826324
90908	0.086361564490909	911	0.08714691910	0.086200796191911	0.0860632723
912	0.08593497342
913	0.08577359055
914	0.08570141661
915	0.085638726916916	0.08549216018
917	0.08535397841
918	0.08524495919919	0.085215615920920	0.085063465921921	0.08495060515
922	0.0848015923	0923	0.0846888924	0924	0.0846342925	0925	0.0845410926	0926	0.08443847057
927	0.08429301457
928	0.0842173929	0929	0.08412013598
930	0.08407373559
931	0.08391640145
932	0.08381469067
933	0.08375352865
934	0.0836843751
935	0.08351082508
936	0.08333725525
937	0.08326898822
938	0.08317259153
939	0.08310788759
940	0.08309084694
941	0.08292790578
942	0.08275752014
943	0.08269468448
944	0.08254177104
945	0.08245099681
946	0.08231267316
947	0.08220671517
948	0.08208294967
949	0.08199044819
950	0.08191978925
951	0.08178496101
952	0.08164437459
953	0.0815229316
954	0.0814231531
955	0.08135606742
956	0.08124192537
957	0.08110649718
958	0.08105385196
959	0.080927990596960	0.0808689055963	0.08124301052
964	0.08116005012
965	0.08102006006
966	0.08091533934
967	0.08074601535
968	0.08066524486
969	0.08060500149
970	0.08052011665
971	0.08039710064
972	0.08029784793
973	0.08017160508
974	0.08011158523
975	0.08009422789
976	0.07998566739
977	0.07986209979
978	0.07977653575
979	0.0796140777
980	0.07950757529
981	0.07937124858
982	0.07926331208
983	0.07917030649
984	0.07906125695
985	0.07897523905
986	0.07896187813
987	0.07882946346
988	0.07875097971
989	0.07860903668
990	0.07849416936
991	0.07840165244
992	0.07833936233
993	0.07827326173
994	0.07820856306
995	0.07811645334
996	0.0780163068
997	0.07792465098
998	0.07784545309
999	0.07777202812
8	0998	0.077244999	0.999	0.07719441131
07439289346
