,총지수 (2015=100),　　　농림수산품 (2015=100),　　　　　　농림수산품 (2015=100),　　　　　　　　　농산물 (2015=100),　　　　　　　　　　　　곡물및식량작물 (2015=100),　　　　　　　　　　　　　　　곡류 (2015=100),　　　　　　　　　　　　　　　맥류및잡곡 (2015=100),　　　　　　　　　　　　　　　콩류 (2015=100),　　　　　　　　　　　　채소및과실 (2015=100),　　　　　　　　　　　　　　　과실 (2015=100),　　　　　　　　　　　　기타작물 (2015=100),　　　　　　　　　　　　　　　천연고무 (2015=100),　　　　　　　　　　　　　　　기타식용작물 (2015=100),　　　　　　　　　　　　　　　기타비식용작물 (2015=100),　　　　　　　　　축산물 (2015=100),　　　　　　　　　　　　낙농및육류 (2015=100),　　　　　　　　　　　　　　　도축육 (2015=100),　　　　　　　　　임산물 (2015=100),　　　　　　　　　　　　임산물 (2015=100),　　　　　　　　　　　　　　　원목 (2015=100),　　　　　　　　　수산물 (2015=100),　　　　　　　　　　　　신선수산물 (2015=100),　　　　　　　　　　　　　　　신선어류 (2015=100),　　　　　　　　　　　　냉동건조수산물 (2015=100),　　　　　　　　　　　　　　　냉동수산물 (2015=100),　　　광산품 (2015=100),　　　　　　광산품 (2015=100),"　　　　　　　　　석탄,원유및천연가스 (2015=100)",　　　　　　　　　　　　석탄 (2015=100),　　　　　　　　　　　　　　　무연탄 (2015=100),　　　　　　　　　　　　　　　유연탄 (2015=100),　　　　　　　　　　　　원유및천연가스 (2015=100),　　　　　　　　　　　　　　　원유 (2015=100),　　　　　　　　　　　　　　　천연가스(LNG) (2015=100),　　　　　　　　　금속및비금속광물 (2015=100),　　　　　　　　　　　　금속광물 (2015=100),　　　　　　　　　　　　　　　철광석 (2015=100),　　　　　　　　　　　　　　　기타비철금속광석 (2015=100),　　　　　　　　　　　　비금속광물 (2015=100),　　　　　　　　　　　　　　　기타비금속광물 (2015=100),　　　공산품 (2015=100),　　　　　　음식료품 (2015=100),　　　　　　　　　식료품 (2015=100),　　　　　　　　　　　　육가공품및낙농품 (2015=100),　　　　　　　　　　　　　　　낙농품 (2015=100),　　　　　　　　　　　　수산가공품 (2015=100),　　　　　　　　　　　　　　　수산물가공품 (2015=100),　　　　　　　　　　　　제당및전분 (2015=100),　　　　　　　　　　　　　　　원당 (2015=100),　　　　　　　　　　　　조미료및유지 (2015=100),　　　　　　　　　　　　　　　유지 (2015=100),　　　　　　　　　　　　기타식료품 (2015=100),　　　　　　　　　　　　　　　과실및채소가공품 (2015=100),　　　　　　　　　음료품 (2015=100),　　　　　　　　　　　　주류 (2015=100),　　　　　　　　　　　　　　　기타주류 (2015=100),　　　　　　섬유및가죽제품 (2015=100),　　　　　　　　　섬유및의복 (2015=100),　　　　　　　　　　　　섬유사 (2015=100),　　　　　　　　　　　　　　　천연및화학섬유사 (2015=100),　　　　　　　　　　　　섬유직물 (2015=100),　　　　　　　　　　　　　　　천연및화학섬유직물 (2015=100),　　　　　　　　　　　　직물제품 (2015=100),　　　　　　　　　　　　　　　부직포및펠트 (2015=100),　　　　　　　　　　　　의복제품 (2015=100),　　　　　　　　　　　　　　　봉제의류 (2015=100),　　　　　　　　　　　　　　　편조의류 (2015=100),　　　　　　　　　가죽제품 (2015=100),　　　　　　　　　　　　가죽제품 (2015=100),　　　　　　　　　　　　　　　가죽 (2015=100),　　　　　　　　　　　　　　　가방및핸드백 (2015=100),　　　　　　　　　　　　　　　신발 (2015=100),　　　　　　목재및종이제품 (2015=100),　　　　　　　　　목재및목제품 (2015=100),　　　　　　　　　　　　목재 (2015=100),　　　　　　　　　　　　　　　제재목 (2015=100),　　　　　　　　　　　　　　　합판 (2015=100),　　　　　　　　　　　　　　　강화및재생목재 (2015=100),　　　　　　　　　펄프및종이제품 (2015=100),　　　　　　　　　　　　펄프 (2015=100),　　　　　　　　　　　　　　　펄프 (2015=100),　　　　　　　　　　　　종이류 (2015=100),　　　　　　　　　　　　　　　인쇄용지 (2015=100),　　　　　　　　　　　　　　　기타원지및판지 (2015=100),　　　　　　석탄및석유제품 (2015=100),　　　　　　　　　석탄및석유제품 (2015=100),　　　　　　　　　　　　원유정제처리제품 (2015=100),　　　　　　　　　　　　　　　나프타 (2015=100),　　　　　　　　　　　　　　　경유 (2015=100),　　　　　　　　　　　　　　　중유 (2015=100),　　　　　　　　　　　　　　　액화석유가스 (2015=100),　　　　　　화학제품 (2015=100),　　　　　　　　　기초화학물질 (2015=100),　　　　　　　　　　　　기초유기화학물질 (2015=100),　　　　　　　　　　　　　　　지방족기초유분 (2015=100),　　　　　　　　　　　　　　　방향족기초유분 (2015=100),　　　　　　　　　　　　　　　석유화학중간제품 (2015=100),　　　　　　　　　　　　　　　기타기초유기화합물 (2015=100),　　　　　　　　　　　　기초무기화학물질 (2015=100),　　　　　　　　　　　　　　　기초무기화합물 (2015=100),"　　　　　　　　　　　　　　　염료,안료및유연제 (2015=100)",　　　　　　　　　합성수지및합성고무 (2015=100),　　　　　　　　　　　　합성수지및합성고무 (2015=100),　　　　　　　　　　　　　　　합성수지 (2015=100),　　　　　　　　　　　　　　　합성고무 (2015=100),　　　　　　　　　화학섬유 (2015=100),　　　　　　　　　　　　화학섬유 (2015=100),　　　　　　　　　　　　　　　화학섬유 (2015=100),　　　　　　　　　의약품 (2015=100),　　　　　　　　　　　　의약품 (2015=100),　　　　　　　　　　　　　　　의약품 (2015=100),　　　　　　　　　비료및농약 (2015=100),　　　　　　　　　　　　비료및농약 (2015=100),　　　　　　　　　　　　　　　비료및질소화합물 (2015=100),　　　　　　　　　기타화학제품 (2015=100),　　　　　　　　　　　　도료및잉크 (2015=100),　　　　　　　　　　　　　　　도료 (2015=100),　　　　　　　　　　　　비누및화장품 (2015=100),　　　　　　　　　　　　　　　화장품 (2015=100),　　　　　　　　　　　　기타화학제품 (2015=100),　　　　　　　　　　　　　　　접착제및젤라틴 (2015=100),　　　　　　　　　　　　　　　사진용화학제품및감광재료 (2015=100),　　　　　　　　　　　　　　　기타화학제품 (2015=100),　　　　　　　　　플라스틱제품 (2015=100),　　　　　　　　　　　　플라스틱1차제품 (2015=100),　　　　　　　　　　　　　　　플라스틱1차제품 (2015=100),　　　　　　　　　고무제품 (2015=100),　　　　　　　　　　　　타이어및튜브 (2015=100),　　　　　　　　　　　　　　　타이어및튜브 (2015=100),　　　　　　비금속광물제품 (2015=100),　　　　　　　　　유리및유리제품 (2015=100),　　　　　　　　　　　　유리및유리제품 (2015=100),　　　　　　　　　　　　　　　판유리및1차유리제품 (2015=100),　　　　　　　　　　　　　　　산업용유리제품(전자기기용제외) (2015=100),　　　　　　　　　기타비금속광물제품 (2015=100),　　　　　　　　　　　　기타비금속광물제품 (2015=100),　　　　　　　　　　　　　　　석제품 (2015=100),　　　　　　제1차금속제품 (2015=100),　　　　　　　　　철강1차제품 (2015=100),　　　　　　　　　　　　선철및조강 (2015=100),　　　　　　　　　　　　　　　선철 (2015=100),　　　　　　　　　　　　　　　합금철 (2015=100),　　　　　　　　　　　　　　　조강 (2015=100),　　　　　　　　　　　　열간압연강재 (2015=100),　　　　　　　　　　　　　　　철근및봉강 (2015=100),　　　　　　　　　　　　　　　형강 (2015=100),　　　　　　　　　　　　　　　중후판(두께3mm이상) (2015=100),　　　　　　　　　　　　　　　열연강판 (2015=100),　　　　　　　　　　　　　　　철강관 (2015=100),　　　　　　　　　　　　냉간압연강재 (2015=100),　　　　　　　　　　　　　　　냉간압연강재 (2015=100),　　　　　　　　　　　　기타철강1차제품 (2015=100),　　　　　　　　　　　　　　　표면처리강재 (2015=100),　　　　　　　　　비철금속괴및1차제품 (2015=100),　　　　　　　　　　　　비철금속괴 (2015=100),"　　　　　　　　　　　　　　　동제련,정련및합금제품 (2015=100)","　　　　　　　　　　　　　　　알루미늄제련,정련및합금제품 (2015=100)","　　　　　　　　　　　　　　　연및아연제련,정련및합금제품 (2015=100)",　　　　　　　　　　　　　　　금은괴 (2015=100),"　　　　　　　　　　　　　　　기타비철금속제련,정련및합금제품 (2015=100)",　　　　　　　　　　　　비철금속1차제품 (2015=100),　　　　　　　　　　　　　　　동1차제품 (2015=100),　　　　　　　　　　　　　　　알루미늄1차제품 (2015=100),　　　　　　금속가공제품 (2015=100),　　　　　　　　　금속가공제품 (2015=100),　　　　　　　　　　　　기타금속가공제품 (2015=100),　　　　　　　　　　　　　　　공구류 (2015=100),"　　　　　　컴퓨터,전자및광학기기 (2015=100)",　　　　　　　　　반도체 (2015=100),　　　　　　　　　　　　반도체 (2015=100),　　　　　　　　　　　　　　　개별소자 (2015=100),　　　　　　　　　　　　　　　집적회로 (2015=100),　　　　　　　　　전자표시장치 (2015=100),　　　　　　　　　　　　전자표시장치 (2015=100),　　　　　　　　　　　　　　　LCD평판디스플레이 (2015=100),　　　　　　　　　기타전자부품 (2015=100),　　　　　　　　　　　　인쇄회로기판 (2015=100),　　　　　　　　　　　　　　　인쇄회로기판및실장기판 (2015=100),　　　　　　　　　　　　기타전자부품 (2015=100),"　　　　　　　　　　　　　　　축전기,저항기,전자코일및변성기 (2015=100)",　　　　　　　　　컴퓨터및주변기기 (2015=100),　　　　　　　　　　　　컴퓨터및주변기기 (2015=100),　　　　　　　　　　　　　　　컴퓨터 (2015=100),　　　　　　　　　　　　　　　컴퓨터기억장치 (2015=100),　　　　　　　　　　　　　　　컴퓨터주변기기 (2015=100),"　　　　　　　　　통신,방송및영상,음향기기 (2015=100)",　　　　　　　　　　　　통신및방송장비 (2015=100),　　　　　　　　　　　　　　　기타무선통신장비및방송장비 (2015=100),　　　　　　　　　　　　영상및음향기기 (2015=100),　　　　　　　　　　　　　　　오디오및음향기기 (2015=100),　　　　　　　　　정밀기기 (2015=100),　　　　　　　　　　　　의료및측정기기 (2015=100),　　　　　　　　　　　　　　　의료용기기 (2015=100),　　　　　　　　　　　　　　　측정및분석기기 (2015=100),　　　　　　　　　　　　기타정밀기기 (2015=100),　　　　　　　　　　　　　　　사진기및영사기 (2015=100),　　　　　　　　　　　　　　　기타광학기기 (2015=100),　　　　　　　　　　　　　　　시계 (2015=100),　　　　　　전기장비 (2015=100),　　　　　　　　　전기장비 (2015=100),　　　　　　　　　　　　발전기및전동기 (2015=100),　　　　　　　　　　　　　　　발전기및전동기 (2015=100),　　　　　　　　　　　　전기변환.공급제어장치 (2015=100),　　　　　　　　　　　　　　　전기변환장치 (2015=100),　　　　　　　　　　　　　　　전기회로개폐및접속장치 (2015=100),　　　　　　　　　　　　　　　배전반및전기자동제어반 (2015=100),　　　　　　　　　　　　전지 (2015=100),　　　　　　　　　　　　　　　전지 (2015=100),　　　　　　　　　　　　전선및케이블 (2015=100),　　　　　　　　　　　　　　　전선및케이블 (2015=100),　　　　　　　　　　　　기타전기장비 (2015=100),　　　　　　　　　　　　　　　전구및램프 (2015=100),　　　　　　　　　　　　　　　기타전기장비 (2015=100),　　　　　　기계및장비 (2015=100),　　　　　　　　　일반목적용기계 (2015=100),　　　　　　　　　　　　내연기관및터빈 (2015=100),　　　　　　　　　　　　　　　내연기관및터빈 (2015=100),　　　　　　　　　　　　펌프및압축기 (2015=100),　　　　　　　　　　　　　　　펌프및압축기 (2015=100),　　　　　　　　　　　　일반목적용기계부품 (2015=100),　　　　　　　　　　　　　　　밸브 (2015=100),"　　　　　　　　　　　　　　　베어링,기어및동력전달장치 (2015=100)",　　　　　　　　　　　　공기및액체조절장치 (2015=100),　　　　　　　　　　　　　　　공기조절장치및냉장냉동장비 (2015=100),　　　　　　　　　　　　　　　공기및액체여과기 (2015=100),　　　　　　　　　　　　기타일반목적용기계 (2015=100),　　　　　　　　　　　　　　　기타일반목적용기계 (2015=100),　　　　　　　　　특수목적용기계 (2015=100),　　　　　　　　　　　　금속가공용기계 (2015=100),　　　　　　　　　　　　　　　금속가공용기계 (2015=100),　　　　　　　　　　　　반도체및디스플레이제조용기계 (2015=100),　　　　　　　　　　　　　　　반도체제조용기계 (2015=100),　　　　　　　　　　　　　　　디스플레이제조용기계 (2015=100),　　　　　　　　　　　　기타특수목적용기계 (2015=100),　　　　　　　　　　　　　　　산업용로봇 (2015=100),　　　　　　　　　　　　　　　제지및인쇄기계 (2015=100),　　　　　　운송장비 (2015=100),　　　　　　　　　자동차 (2015=100),　　　　　　　　　　　　자동차 (2015=100),　　　　　　　　　　　　　　　승용차 (2015=100),　　　　　　　　　　　　　　　트럭 (2015=100),　　　　　　　　　　　　자동차부품 (2015=100),　　　　　　　　　　　　　　　자동차용엔진 (2015=100),　　　　　　　　　　　　　　　자동차부분품 (2015=100),　　　　　　기타제조업제품 (2015=100),　　　　　　　　　기타제조업제품 (2015=100),　　　　　　　　　　　　가구 (2015=100),　　　　　　　　　　　　　　　기타가구 (2015=100),　　　　　　　　　　　　기타제조업제품 (2015=100),　　　　　　　　　　　　　　　운동및경기용품 (2015=100),　　　　　　　　　　　　　　　잎담배 (2015=100),　　　　　　　　　　　　　　　제트유 (2015=100),　　　　　　　　　　　　　　　정제혼합용원료유 (2015=100),　　　　　　　　　　　　　　　기타비철금속1차제품 (2015=100),　　　　　　　　　　　　　　　기타전자부품 (2015=100),　　　　　　　　　　　　　　　유선통신기기 (2015=100),　　　　　　　　　　　　　　　장난감및오락용품 (2015=100),　　　　　　　　　　　　　　　인삼및건강보조식품 (2015=100),　　　　　　　　　　　　석탄제품 (2015=100),　　　　　　　　　　　　　　　석탄코크스및석탄관련제품 (2015=100),　　　　　　　　　　　　　　　기타비금속광물제품 (2015=100),　　　　　　　　　　　　　　　나사및철선제품 (2015=100),　　　　　　　　　　　　　　　이동전화기 (2015=100),　　　　　　　　　　　　산업용운반기계 (2016.12=100),　　　　　　　　　　　　　　　산업용운반기계 (2016.12=100),　　　　　　　　　　　　　　　가금육 (2017.12=100),　　　　　　　　　　　　　　　맥주 (2020.12=100),　　　　　　　　　　　　　　　TV (2021.12=100),　　　　　　　　　　　　가정용전기기기 (2019.12=100),　　　　　　　　　　　　　　　기타가정용전기기기 (2019.12=100),　　　　　　　　　　　　　　　주방용및난방용전기기기 (2020.12=100),　　　　　　　　　기타운송장비 (2020.12=100),　　　　　　　　　　　　기타운송장비 (2020.12=100),　　　　　　　　　　　　　　　모터사이클 (2020.12=100)
2000.01,75.47,54.03,54.03,48.62,45.44,38.16,46.19,49.78,68.28,68.28,50.58,50.29,92.47,55.48,53.27,56.75,56.75,64.25,64.25,64.25,76.09,-,-,68.99,68.99,42.44,42.44,46,56.98,-,61.57,44.68,47.26,39.89,25.29,26.47,20.2,42.31,12.65,12.65,97.75,49.2,45.31,-,-,47.03,47.03,44.76,44.76,49.04,49.04,66.82,58.99,93.26,93.26,93.26,75.94,76.35,73.3,73.3,74.75,74.75,99.48,99.48,75.5,70.73,-,75.2,75.2,86.46,-,69.1,78.84,76.34,76.34,69.05,69.03,125.81,80.63,83.69,83.69,76.11,81.6,71.34,47.64,47.64,47.69,45.31,41.48,43.33,63.94,67.06,53.53,58.79,48.33,30.59,76.21,74.24,44.17,48.85,48.02,71.39,71.39,72.94,66.11,60.86,60.86,60.86,115.38,115.38,115.38,30.59,30.59,30.59,111.69,100.57,100.57,98.63,110.24,120.13,112.93,93.88,127.61,79.1,86.42,86.42,58.72,58.72,58.72,153.46,221.39,191.73,351.76,82.01,115.92,115.92,85.3,46.04,42.12,37.87,43.36,37.81,31.86,45.91,47.84,55.65,43.15,49.27,35.97,-,-,74.78,74.78,50.61,47.49,34.74,84.53,57.41,30.57,62.04,74.05,46,94.05,72.73,72.73,77.95,85.92,289.22,473.03,473.03,235.92,546.71,341.04,341.04,287.47,216.57,286.21,286.21,193.3,216.37,303.19,303.19,204.02,349.94,249.28,166.25,176,191.13,145.99,134.21,110.83,92.64,92.44,87.95,157.64,126.57,197.87,81.32,106.73,106.73,109.26,109.26,122.38,126.01,125.17,-,170.12,170.12,79.95,79.95,75.69,154.5,53.8,99.85,86.18,58.77,58.77,91.92,91.92,90.17,86.73,89.39,82.18,81.62,84.22,107.17,108.54,109.78,101.18,101.18,121.82,125.82,-,90.1,-,97.93,98.76,98.76,88.63,87.7,82.21,102.97,87.65,108.99,97.18,98.33,70.69,70.69,122.95,149.68,,,,,,,,,,,,,,,,,,,,,,,,
2000.02,75.94,54.09,54.09,48.73,45.48,38.16,46.15,50.23,71.73,71.73,49.99,53.57,76.05,56.95,52.85,55.89,55.89,64.58,64.58,64.58,77.22,-,-,70.01,70.01,44.01,44.01,47.91,56.98,-,61.57,46.69,49.61,40.47,24.86,25.94,20.2,40.82,12.65,12.65,97.6,48.55,44.69,-,-,45.74,45.74,43.01,43.01,47.91,47.91,66.82,58.99,91.09,91.09,91.09,77.01,77.3,74.85,74.85,76.47,76.47,98.17,98.17,75.51,70.74,-,76.95,76.95,89.07,-,69.1,80.45,75.57,75.57,69.05,67.56,125.81,83.43,87.27,87.27,76.99,81.6,72.66,50.82,50.82,50.86,48.9,43.96,45.73,67.84,67.52,55.04,61.11,48.33,33.59,78.87,75.38,44.17,48.85,48.02,71.29,71.29,72.61,67.38,60.99,60.99,60.99,112.4,112.4,112.4,30.59,30.59,30.59,110.21,100.57,100.57,96.48,107.6,118.6,110.73,92.95,126.01,79.1,86.42,86.42,58.46,58.46,58.46,152.15,217.43,189.35,344.74,82.01,115.92,115.92,85.3,47.05,41.95,37.35,41.18,37.81,33.47,46.12,47.67,55.65,43.15,49.71,35.97,-,-,74.78,74.78,52.82,49.8,35.77,84.04,55.82,32.93,67.81,75.57,45.55,97.6,70.94,70.94,75.26,82.96,285.41,467.78,467.78,231.45,541.36,337.1,337.1,278.65,214.23,283.2,283.2,191.2,213.72,296.84,296.84,204.02,340.37,246.32,164.58,174.44,191.13,144.08,132.96,109.18,91.44,91.78,86.08,154.64,124.73,193.69,79.77,104.57,104.57,109.26,109.26,118.59,126.01,120.33,-,161.32,161.32,83.38,83.38,74.63,148.53,53.8,97.94,85.11,57.36,57.36,91.17,91.17,88.71,86.73,86.99,82.18,81.62,84.22,105.71,107.56,107.23,101.18,101.18,117.84,121.71,-,88.46,-,94.77,96.89,96.89,87.79,86.36,82.21,100.92,85.91,106.82,96.7,98.33,70.69,70.69,122.95,149.68,,,,,,,,,,,,,,,,,,,,,,,,
2000.03,76.67,54.29,54.29,48.32,45.41,38.16,45.9,50.89,73.52,73.52,48.17,48.04,75.85,56.95,53.9,57.01,57.01,64.53,64.53,64.53,78.26,-,-,70.96,70.96,44.61,44.61,48.66,56.98,-,61.57,47.48,50.16,42.74,24.63,25.68,20.2,40.09,12.6,12.6,98.47,49.11,45.39,-,-,45.74,45.74,42.95,42.95,48.15,48.15,66.82,58.99,89.86,89.86,89.86,77.64,77.98,76.16,76.16,77.1,77.1,99.06,99.06,75.31,70.55,-,77.3,77.3,89.57,-,69.1,81.83,75.57,75.57,69.05,67.56,125.81,85.5,89.53,89.53,78.63,85.18,73.24,56.45,56.45,56.5,52.11,48.11,53.62,81.66,67.98,55.91,62.43,48.33,33.15,83.3,75.13,44.17,48.85,48.02,71.76,71.76,73.17,67.38,61.11,61.11,61.11,114.42,114.42,114.42,32.37,32.37,32.37,108.63,100.57,100.57,95.36,105.9,116.5,112.23,93.58,122.7,79.1,86.42,86.42,58.29,58.29,58.29,154.86,225.65,199,349.49,91.09,115.92,115.92,85.3,46.34,41.99,37.24,41.26,37.81,32.97,46.33,47.78,55.65,43.15,50.08,35.97,-,-,74.78,74.78,51.34,48.16,34.29,79.67,56.09,30.95,73.87,75.31,46.72,95.7,71.26,71.26,75.75,83.49,286.09,470.79,470.79,232.6,544.98,340.06,340.06,285.28,215.68,285.24,285.24,192.47,215.52,292.77,292.77,198.72,335.82,246.77,165.68,175.45,191.13,145.38,133.81,109.36,91.08,91.36,85.81,156.78,125.97,197.19,79.97,105.9,105.9,109.26,109.26,121.16,126.01,123.61,-,164.51,164.51,83.38,83.38,74.89,152.58,53.29,98.81,85.13,56.47,56.47,91.24,91.24,88.95,86.73,87.38,82.18,81.62,84.22,106.21,107.56,108.75,101.18,101.18,120.72,124.68,-,88.23,-,94.35,97.75,97.75,87.27,85.51,82.21,101.97,85.66,108.29,96.75,98.33,70.69,70.69,122.95,149.68,,,,,,,,,,,,,,,,,,,,,,,,
2000.04,75.17,54.07,54.07,47.45,45.49,38.16,46.02,50.89,65.09,65.09,46.86,46.47,69.87,56.95,55.69,58.91,58.91,64.32,64.32,64.32,75.48,-,-,68.44,68.44,41.05,41.05,44.45,56.41,-,60.95,43.08,44.58,44.01,24.71,25.78,21.22,38.76,12.6,12.6,98.09,49.57,45.92,-,-,45.92,45.92,43.95,43.95,48.91,48.91,66.82,58.99,89.9,89.9,89.9,78.06,78.47,76.17,76.17,77.96,77.96,99.44,99.44,76.02,71.22,-,77.3,77.3,89.57,-,69.1,83.94,75.34,75.34,68.67,67.07,127.45,88.78,93.71,93.71,79.62,86.87,73.83,50.29,50.29,50.33,45.63,39.83,48.61,75.76,69.02,57.61,64.97,71.61,34.49,85.81,76.02,44.3,48.85,48.35,72.11,72.11,73.37,68.64,61.84,61.84,61.84,115.29,115.29,115.29,34.05,34.05,34.05,108.33,100.57,100.57,93.19,104.14,116.91,112.86,93.85,123.11,79.1,86.42,86.42,58.11,58.11,58.11,155.26,228.42,202.06,358.52,91.09,114.75,114.75,85.3,46.1,42.8,38.22,41.38,37.56,36.31,47.02,49.26,55.65,43.15,50.96,35.97,-,-,74.78,74.78,50.03,46.82,33.16,74.09,56.09,30.64,72.16,74.29,47.16,93.17,71.14,71.14,75.56,83.29,285.87,470.39,470.39,232.46,544.49,337.59,337.59,288.26,220.54,284.28,284.28,198.34,223.78,290.84,290.84,198.72,332.67,246.96,166.13,175.85,191.13,145.93,134.17,108.99,90.58,90.93,85.25,156.92,126.51,196.97,80.2,105.24,105.24,109.26,109.26,119.89,126.01,121.79,-,161.89,161.89,83.38,83.38,75.2,154.32,53.29,99.14,85.13,55.54,55.54,91.14,91.14,88.83,86.73,87.18,83.02,82.96,84.22,106.63,107.85,109.34,101.18,101.18,122,126.01,-,87.74,-,93.4,96.6,96.6,86.71,84.61,82.21,100.72,85.14,106.79,96.68,98.33,70.69,70.69,122.95,149.68,,,,,,,,,,,,,,,,,,,,,,,,
2000.05,76.08,54.57,54.57,47.73,46.08,38.16,46.55,52.12,65.39,65.39,46.34,45.43,68.52,56.95,55.38,58.44,58.44,64.22,64.22,64.22,80.06,-,-,72.59,72.59,44.78,44.78,48.84,56.41,-,60.95,47.71,50.92,40.07,24.76,25.83,21.22,38.92,12.6,12.6,97.29,49.32,45.98,-,-,45.3,45.3,43.95,43.95,50.48,50.48,66.82,58.99,85.68,85.68,85.68,78.55,79.03,76.17,76.17,79.51,79.51,98.61,98.61,76.57,71.73,-,77.43,77.43,89.77,-,69.1,83.97,74.36,74.36,68.56,65.28,127.45,89.32,93.95,93.95,80.99,88.39,75.09,51.23,51.23,51.27,49.72,42.15,51.23,64.07,68.84,57.56,64.89,71.61,35.35,84.22,76.66,44.3,48.85,48.35,73.07,73.07,73.96,72.01,61.91,61.91,61.91,113.37,113.37,113.37,34.36,34.36,34.36,107.1,100.57,100.57,90.51,100.84,116.01,111.46,93.25,122.2,79.1,86.42,86.42,57.78,57.78,57.78,154.42,225.85,200.49,353.88,91.09,114.75,114.75,85.3,45.9,42.6,37.83,40.24,37.56,36.77,47.03,49.15,55.65,43.15,50.96,36.15,-,-,74.78,74.78,49.83,47.03,33.65,74.38,57.07,30.44,73.65,70.89,43.97,90.1,69.58,69.58,73.23,80.72,281.8,466.8,466.8,228.75,541.09,334.81,334.81,282.02,219.72,282.34,282.34,197.78,222.09,278.19,278.19,198.72,312.49,245.91,165.08,174.89,191.13,144.71,133.37,107.62,89.28,90.12,83.34,155.54,125.33,195.57,78.95,103.81,103.81,109.26,109.26,117.44,126.01,118.79,-,158.98,158.98,83.38,83.38,74.19,148.65,53.29,97.69,84.16,53.79,53.79,90.45,90.45,87.55,86.73,85.08,83.02,82.96,84.22,105.7,107.22,107.53,101.18,101.18,119.36,123.28,-,86.07,-,90.19,94.96,94.96,85.68,82.94,82.21,98.96,83.53,104.97,96.24,98.33,70.69,70.69,122.95,149.68,,,,,,,,,,,,,,,,,,,,,,,,
2000.06,77.38,54.06,54.06,46.3,45.52,38.16,46.25,50,56.98,56.98,44.57,43.19,63.2,56.13,56.05,59.22,59.22,63.7,63.7,63.7,81.1,-,-,73.53,73.53,47.61,47.61,52.21,54.01,-,58.36,51.42,54.58,44.87,24.56,25.59,21.22,38.23,12.6,12.6,97.85,49.9,46.64,-,-,45.3,45.3,47.9,47.9,49.28,49.28,66.82,58.99,85.8,85.8,85.8,78.69,78.94,76.34,76.34,78.85,78.85,99.17,99.17,76.63,71.79,-,78.88,78.88,91.92,-,69.1,84.37,73.82,73.82,69.32,63.69,127.45,90.18,94.86,94.86,81.79,90.33,75.26,53.93,53.93,53.97,51.66,45.57,54.97,67.84,68.86,56.99,64.04,71.61,36.26,79.62,78.3,44.26,48.78,48.35,73.41,73.41,74.35,72.01,62.93,62.93,62.93,114.69,114.69,114.69,34.64,34.64,34.64,108.23,100.57,100.57,93.45,104.47,116.62,112.42,93.66,122.82,79.1,86.42,86.42,58.15,58.15,58.15,155,227.61,201.57,357.06,91.09,114.75,114.75,85.3,46.03,42.06,36.78,37.84,37.56,36.95,47.04,49.22,55.65,43.15,50.96,36.15,-,-,74.78,74.78,50.65,47.74,34.06,76.23,56.09,31.7,69.2,72.58,46.53,90.49,70.99,70.99,75.35,83.05,281.42,465.5,465.5,232.01,538.07,336.59,336.59,286.01,219.38,283.67,283.67,197.11,222.06,274.91,274.91,198.29,307.48,245.43,165.77,175.51,191.01,145.54,133.92,109.03,90.63,91.01,85.25,156.93,126.14,197.21,80.29,104.69,104.69,109.26,109.26,119.05,126.01,120.84,-,160.97,160.97,83.38,83.38,74.58,150.83,53.29,98.89,85.06,55.71,55.71,91.1,91.1,88.72,86.73,87,83.02,82.96,84.22,106.34,107.65,108.96,101.18,101.18,121.32,125.3,-,87.74,-,93.4,96.04,96.04,86.82,84.78,82.21,100.06,85.3,105.87,96.65,98.33,70.69,70.69,122.95,149.68,,,,,,,,,,,,,,,,,,,,,,,,
