date,samil_close,kospi_close,samil_slope,kospi_slope,diff,label
2018-01,0.05745193357161704,0.49863796694994744,0.017792187002718785,-0.05557839239888129,-0.07337057940160008,0.0
2018-02,0.07524412057433583,0.44305957455106615,0.017792187002718785,-0.05557839239888129,-0.07337057940160008,0.0
2018-03,0.07086133474123374,0.451525768766333,-0.0043827858331020875,0.008466194215266842,0.01284898004836893,1.0
2018-04,0.08110042923063615,0.45604544241686673,0.010239094489402412,0.00451967365053374,-0.005719420838868672,0.0
2018-05,0.12718768922389495,0.4581343810907199,0.0460872599932588,0.00208893867385318,-0.04399832131940562,0.0
2018-06,0.1493955275301192,0.41277109648645016,0.022207838306224248,-0.04536328460426975,-0.067571122910494,0.0
2018-07,0.13802168849879376,0.3378901427848382,-0.011373839031325439,-0.07488095370161196,-0.06350711467028652,0.0
2018-08,0.11335306165448361,0.3375798782659081,-0.02466862684431015,-0.00031026451893012563,0.024358362325380023,1.0
2018-09,0.11371795706360133,0.35356001458007635,0.0003648954091177159,0.01598013631416828,0.015615240905050565,1.0
2018-10,0.0737705977511377,0.24907085361738002,-0.039947359312463626,-0.10448916096269634,-0.06454180165023271,0.0
2018-11,0.05031101527457987,0.201431750993331,-0.023459582476557828,-0.04763910262404902,-0.024179520147491196,0.0
2018-12,0.06128244211053807,0.1924638943814665,0.010971426835958198,-0.0089678566118645,-0.019939283447822698,0.0
2019-01,0.06080600125658897,0.21409883170779476,-0.0004764408539491005,0.021634937326328263,0.022111378180277363,1.0
2019-02,0.08818800733497828,0.2875946013574693,0.02738200607838931,0.07349576964967452,0.046113763571285216,1.0
2019-03,0.07323408431294759,0.25480153449116294,-0.01495392302203069,-0.03279306686630634,-0.01783914384427565,0.0
2019-04,0.0813992555374386,0.28889970234774975,0.008165171224491008,0.034098167856586814,0.025932996632095806,1.0
2019-05,0.09681800601141632,0.20385293264694515,0.015418750473977727,-0.0850467697008046,-0.10046552017478233,0.0
2019-06,0.1142755726306558,0.2163530318390352,0.017457566619239473,0.012500099192090053,-0.00495746742714942,0.0
2019-07,0.08522530750159552,0.1988148096448572,-0.029050265129060282,-0.017538222194178,0.011512042934882283,1.0
2019-08,0.05748628142297363,0.10696274558310814,-0.027739026078621887,-0.09185206406174906,-0.06411303798312717,0.0
2019-09,0.05664710918088239,0.1755365509595892,-0.0008391722420912351,0.06857380537648106,0.06941297761857229,1.0
2019-10,0.04940079721363,0.18948822298175494,-0.007246311967252395,0.01395167202216574,0.021197983989418134,1.0
2019-11,0.04720940429707893,0.23230771587696908,-0.0021913929165510715,0.04281949289521414,0.04501088581176521,1.0
2019-12,0.04756645021193073,0.24468126150481373,0.0003570459148518057,0.012373545627844651,0.012016499712992845,1.0
2020-01,0.052049360031737435,0.28300592610808484,0.004482909819806702,0.03832466460327111,0.033841754783464406,1.0
2020-02,0.05264443655649048,0.2583392923927974,0.0005950765247530465,-0.024666633715287434,-0.02526171024004048,0.0
2020-03,0.0,0.0,-0.05264443655649048,-0.2583392923927974,-0.20569485583630692,0.0
2020-04,0.009640239701000142,0.04268059047846551,0.009640239701000142,0.04268059047846551,0.033040350777465366,1.0
2020-05,0.03230117136115923,0.12118216959600137,0.02266093166015909,0.07850157911753586,0.05584064745737677,1.0
2020-06,0.028743999407770726,0.23631620116361796,-0.003557171953388505,0.11513403156761659,0.1186912035210051,1.0
2020-07,0.021198523157146487,0.27791638825231857,-0.007545476250624239,0.04160018708870061,0.04914566333932485,1.0
2020-08,0.02606435178418559,0.38245659450932656,0.004865828627039104,0.104540206257008,0.09967437762996889,1.0
2020-09,0.029564913055193487,0.39715589831191767,0.003500561271007896,0.014699303802591102,0.011198742531583206,1.0
2020-10,0.020566679890589412,0.3878546223896697,-0.008998233164604075,-0.009301275922247942,-0.0003030427576438677,0.0
2020-11,0.03020721787556191,0.48725734469507187,0.009640537984972497,0.09940272230540215,0.08976218432042965,1.0
2020-12,0.05038314576242875,0.6581287529914175,0.02017592788686684,0.17087140829634562,0.15069548040947878,1.0
2021-01,0.06204664564758944,0.8846279969418833,0.011663499885160689,0.22649924395046583,0.21483574406530515,1.0
2021-02,0.07193813988126313,0.8867637585737964,0.009891494233673692,0.002135761631913091,-0.007755732601760601,0.0
2021-03,0.08042549395147897,0.8460527993545752,0.008487354070215836,-0.04071095921922119,-0.04919831328943702,0.0
2021-04,0.1650345561981918,0.9359648356025394,0.08460906224671283,0.08991203624796418,0.005302974001251348,1.0
2021-05,0.3134696093374815,0.9382616591528139,0.14843505313928973,0.002296823550274496,-0.14613822958901523,0.0
2021-06,0.2923809324953543,1.0,-0.02108867684212723,0.0617383408471861,0.08282701768931333,1.0
2021-07,0.1987194940236095,0.9968983722938174,-0.0936614384717448,-0.003101627706182608,0.09055981076556219,1.0
2021-08,0.4532216160429052,0.9479493536483172,0.2545021220192957,-0.048949018645500164,-0.30345114066479584,0.0
2021-09,1.0,0.9202383852590357,0.5467783839570948,-0.027710968389281554,-0.5744893523463763,0.0
2021-10,0.7503601778965612,0.8171230568749035,-0.24963982210343882,-0.10311532838413218,0.14652449371930665,1.0
2021-11,0.18999170499389745,0.799755870376389,-0.5603684729026637,-0.017367186498514542,0.5430012864041491,1.0
