date,samil_close,kospi_close,samil_slope,kospi_slope,diff,label
2021-12,0.15118550253121066,0.8161864440286983,-0.03880620246268679,0.016430573652309377,0.05523677611499617,1.0
2022-01,0.16305096778234818,0.7282838330096932,0.01186546525113752,-0.0879026110190051,-0.09976807627014261,0.0
2022-02,0.14740265916847045,0.6365612028079459,-0.015648308613877726,-0.09172263020174731,-0.07607432158786959,0.0
2022-03,0.1907456403311748,0.6193790974614939,0.04334298116270435,-0.017182105346452037,-0.06052508650915639,0.0
2022-04,0.17155206099310666,0.6224534505187915,-0.019193579338068145,0.0030743530572976407,0.022267932395365786,1.0
2022-05,0.16278648932690237,0.5721762375123356,-0.008765571666204286,-0.050277213006455934,-0.04151164134025165,0.0
2022-06,0.10596329317436787,0.4674036319504593,-0.056823196152534505,-0.10477260556187629,-0.04794940940934178,0.0
2022-07,0.0760375559406733,0.39123261764590067,-0.02992573723369457,-0.07617101430455864,-0.046245277070864066,0.0
2022-08,0.1032908585995676,0.4705433361360096,0.027253302658894307,0.07931071849010896,0.05205741583121465,1.0
2022-09,0.06252270686739186,0.3716276241812899,-0.04076815173217574,-0.09891571195471971,-0.05814756022254397,0.0
2022-10,0.03353790260018724,0.2913031464725646,-0.028984804267204622,-0.0803244777087253,-0.05133967344152068,0.0
