,month,Close
77,2006-06,10997.965465198864
78,2006-07,11032.52587890625
79,2006-08,11257.353897758152
80,2006-09,11533.599072265624
81,2006-10,11963.115411931818
82,2006-11,12185.154203869048
83,2006-12,12377.61845703125
84,2007-01,12512.890966796875
85,2007-02,12631.477333470395
86,2007-03,12268.53360262784
87,2007-04,12754.80400390625
88,2007-05,13407.755903764204
89,2007-06,13480.212937127977
90,2007-07,13677.894763764882
91,2007-08,13239.712211277174
92,2007-09,13557.686266447368
93,2007-10,13901.280400815218
94,2007-11,13200.577659970239
95,2007-12,13407.025048828125
96,2008-01,12538.122395833334
97,2008-02,12419.567431640626
98,2008-03,12193.87705078125
99,2008-04,12656.773215553978
100,2008-05,12812.481398809523
101,2008-06,12056.66517857143
102,2008-07,11322.37548828125
103,2008-08,11530.765625
104,2008-09,11114.082449776786
105,2008-10,9176.71439792799
106,2008-11,8614.554147820723
107,2008-12,8595.557262073864
108,2009-01,8396.2013671875
109,2009-02,7690.4920847039475
110,2009-03,7235.466375177557
111,2009-04,7992.121465773809
112,2009-05,8398.368505859375
113,2009-06,8592.996803977272
114,2009-07,8679.745960582386
115,2009-08,9375.061988467261
116,2009-09,9634.971028645834
117,2009-10,9857.34375
118,2009-11,10227.5544921875
119,2009-12,10433.442693536932
120,2010-01,10471.235300164473
121,2010-02,10214.50627055921
122,2010-03,10677.518766983696
123,2010-04,11052.147646949405
124,2010-05,10500.127001953126
125,2010-06,10159.26717862216
126,2010-07,10222.242420014882
127,2010-08,10350.396351207386
128,2010-09,10598.066127232143
129,2010-10,11044.485305059523
130,2010-11,11198.306640625
131,2010-12,11465.25732421875
132,2011-01,11802.370458984375
133,2011-02,12190.000513980263
134,2011-03,12081.476477581522
135,2011-04,12434.8765625
136,2011-05,12579.992885044643
137,2011-06,12097.30948153409
138,2011-07,12512.325537109375
139,2011-08,11326.617866847826
140,2011-09,11175.453869047618
141,2011-10,11515.930943080357
142,2011-11,11804.329985119048
143,2011-12,12075.682849702382
144,2012-01,12550.9865234375
145,2012-02,12889.049658203125
146,2012-03,13079.465021306818
147,2012-04,13030.753857421874
148,2012-05,12721.08456143466
149,2012-06,12544.904808407739
150,2012-07,12814.094261532739
151,2012-08,13135.12300441576
152,2012-09,13418.498355263158
153,2012-10,13380.645321800595
154,2012-11,12896.435267857143
155,2012-12,13144.17490234375
156,2013-01,13615.322823660714
157,2013-02,13967.329975328947
158,2013-03,14418.25810546875
159,2013-04,14675.909002130682
160,2013-05,15172.180486505682
161,2013-06,15035.7544921875
162,2013-07,15390.203169389204
163,2013-08,15195.347700639204
164,2013-09,15269.840966796875
165,2013-10,15289.291397758152
166,2013-11,15870.827978515625
167,2013-12,16095.774739583334
168,2014-01,16243.722330729166
169,2014-02,15958.443205180922
170,2014-03,16308.627697172618
171,2014-04,16399.502278645832
172,2014-05,16567.254789806546
173,2014-06,16843.754743303572
174,2014-07,16988.264115767044
175,2014-08,16775.154203869046
176,2014-09,17098.126767113095
177,2014-10,16701.870626698368
178,2014-11,17648.97738486842
179,2014-12,17754.240500710228
180,2015-01,17542.2548828125
181,2015-02,17945.412006578947
182,2015-03,17931.745028409092
183,2015-04,17970.513206845237
184,2015-05,18124.7130859375
185,2015-06,17927.21892755682
186,2015-07,17795.0166015625
187,2015-08,17061.593238467263
188,2015-09,16339.949869791666
189,2015-10,17182.28204900568
190,2015-11,17724.513671875
191,2015-12,17542.854936079544
192,2016-01,16305.252107319078
193,2016-02,16299.8984375
194,2016-03,17302.14275568182
195,2016-04,17844.365885416668
196,2016-05,17692.32003348214
197,2016-06,17754.867808948864
198,2016-07,18341.182421875
199,2016-08,18495.1875
200,2016-09,18267.402994791668
201,2016-10,18184.546409970237
202,2016-11,18697.326636904763
203,2016-12,19712.423735119046
204,2017-01,19908.1525390625
205,2017-02,20424.14412006579
206,2017-03,20823.057999320652
207,2017-04,20684.693667763157
208,2017-05,20936.811257102272
209,2017-06,21317.795365767044
210,2017-07,21581.2509765625
211,2017-08,21914.076936141304
212,2017-09,22173.41396484375
213,2017-10,23036.237393465908
214,2017-11,23557.92940848214
215,2017-12,24545.3841796875
216,2018-01,25804.017764136905
217,2018-02,24981.545230263157
218,2018-03,24582.170386904763
219,2018-04,24304.212890625
220,2018-05,24572.5322265625
221,2018-06,24790.108351934523
222,2018-07,24978.231305803572
223,2018-08,25629.98828125
224,2018-09,26232.66796875
225,2018-10,25609.34188179348
226,2018-11,25258.675316220237
227,2018-12,23805.545230263157
228,2019-01,24157.795107886905
229,2019-02,25605.526829769737
230,2019-03,25722.621186755954
231,2019-04,26401.57738095238
232,2019-05,25744.788529829544
233,2019-06,26160.10087890625
234,2019-07,27089.18670099432
235,2019-08,26057.728071732956
236,2019-09,26900.21396484375
237,2019-10,26736.797724184784
238,2019-11,27797.04609375
239,2019-12,28167.005766369046
240,2020-01,28879.994326636905
241,2020-02,28519.73159950658
242,2020-03,22637.420809659092
243,2020-04,23293.899832589286
244,2020-05,24271.02138671875
245,2020-06,26062.270152698864
246,2020-07,26385.83087713068
247,2020-08,27821.367280505954
248,2020-09,27733.396391369046
249,2020-10,28005.105024857956
250,2020-11,29124.03662109375
251,2020-12,30148.57990056818
252,2021-01,30821.352590460527
253,2021-02,31283.909847861843
254,2021-03,32373.29110054348
255,2021-04,33803.28608630953
256,2021-05,34270.30859375
257,2021-06,34289.906782670456
258,2021-07,34798.80431547619
259,2021-08,35243.96590909091
260,2021-09,34688.42131696428
261,2021-10,35055.517857142855
262,2021-11,35848.57068452381
263,2021-12,35641.333806818184
264,2022-01,35456.1447265625
265,2022-02,34648.48026315789
266,2022-03,34029.74065896739
267,2022-04,34314.9900390625
268,2022-05,32379.462797619046
269,2022-06,31446.712797619046
270,2022-07,31535.32333984375
271,2022-08,33009.56487771739
272,2022-09,30649.559523809523
273,2022-10,29864.16434151786
