,month,Close
0,2000-01,1425.585504150387
1,2000-02,1388.8744995117145
2,2000-03,1442.212598717727
3,2000-04,1461.3552567331383
4,2000-05,1418.4795476740028
5,2000-06,1461.9590897993583
6,2000-07,1473.0024963378876
7,2000-08,1485.4582572605261
8,2000-09,1468.0540039062466
9,2000-10,1390.1440929066014
10,2000-11,1375.037603469118
11,2000-12,1330.9294982910114
12,2001-01,1335.6390555245505
13,2001-02,1305.7515804893064
14,2001-03,1185.8500088778362
15,2001-04,1189.836999511716
16,2001-05,1270.3686356977942
17,2001-06,1238.7104666573614
18,2001-07,1204.4495210193413
19,2001-08,1178.5039274796156
20,2001-09,1044.6439941406227
21,2001-10,1076.5904381793448
22,2001-11,1129.6833321707556
23,2001-12,1144.9300109863239
24,2002-01,1140.2076241629425
25,2002-02,1100.6689388877437
26,2002-03,1153.7910034179645
27,2002-04,1112.0345403497836
28,2002-05,1079.2672784978656
29,2002-06,1014.0480072021455
30,2002-07,903.5854575417255
31,2002-08,912.5522738370025
32,2002-09,867.812005615234
33,2002-10,854.631307850713
34,2002-11,909.9270050048824
35,2002-12,899.178574335007
36,2003-01,895.8361903599327
37,2003-02,837.6189510947776
38,2003-03,846.6214250837052
39,2003-04,890.025713239397
40,2003-05,935.9628528413315
41,2003-06,987.9952392578115
42,2003-07,992.5409102006375
43,2003-08,989.531909760973
44,2003-09,1019.4419003441177
45,2003-10,1038.7343431555673
46,2003-11,1049.8989450555061
47,2003-12,1080.6359197443146
48,2004-01,1132.5174987792934
49,2004-02,1143.3563232421848
50,2004-03,1123.9782449473466
51,2004-04,1133.078572591142
52,2004-05,1102.7815002441362
53,2004-06,1132.7571556454573
54,2004-07,1105.846656436008
55,2004-08,1088.9349920099405
56,2004-09,1117.6562034970204
57,2004-10,1118.0680977957556
58,2004-11,1168.937622070309
59,2004-12,1199.209544788704
60,2005-01,1181.407995605465
61,2005-02,1199.626843904189
62,2005-03,1194.8977272727232
63,2005-04,1164.4276123046827
64,2005-05,1178.2757161458296
65,2005-06,1202.2531682794709
66,2005-07,1222.2369995117156
67,2005-08,1224.2699983016264
68,2005-09,1225.9147716703833
69,2005-10,1191.9642857142808
70,2005-11,1237.368565150667
71,2005-12,1262.0719110398024
72,2006-01,1278.72249755859
73,2006-02,1276.645276521378
74,2006-03,1293.7347783627688
75,2006-04,1302.1652703536142
76,2006-05,1290.0136274857914
77,2006-06,1253.168179598718
78,2006-07,1260.234503173824
79,2006-08,1287.1495679772386
80,2006-09,1317.743011474605
81,2006-10,1363.3772638494277
82,2006-11,1388.6347539992528
83,2006-12,1416.420007324216
84,2007-01,1424.160986328121
85,2007-02,1444.7947484066585
86,2007-03,1406.951821067113
87,2007-04,1463.640502929683
88,2007-05,1511.1368130770554
89,2007-06,1514.489519391737
90,2007-07,1520.7047584170343
91,2007-08,1454.6169592815866
92,2007-09,1497.116326583057
93,2007-10,1539.6586914062466
94,2007-11,1463.3852364676304
95,2007-12,1479.2234985351529
96,2008-01,1378.7638055710534
97,2008-02,1354.8725097656215
98,2008-03,1316.9429931640584
99,2008-04,1370.4690940163318
100,2008-05,1403.217616489951
101,2008-06,1341.2509649367519
102,2008-07,1257.3263660777664
103,2008-08,1281.4723656063948
104,2008-09,1217.0228562127934
105,2008-10,968.8008741295845
106,2008-11,883.0405273437497
107,2008-12,877.5618175159798
108,2009-01,865.5755004882809
109,2009-02,805.2273688065375
110,2009-03,757.1268144087353
111,2009-04,848.1518990652899
112,2009-05,902.4085021972653
113,2009-06,926.1150013316758
114,2009-07,935.8213639692823
115,2009-08,1009.7247576032335
116,2009-09,1044.5523826962383
117,2009-10,1067.663629705252
118,2009-11,1088.0690063476525
119,2009-12,1110.377724387425
120,2010-01,1123.5815815172668
121,2010-02,1089.159989206411
122,2010-03,1152.04869013247
123,2010-04,1197.3161853608606
124,2010-05,1125.0620056152309
125,2010-06,1083.3608953302532
126,2010-07,1079.8033360072518
127,2010-08,1087.2822709517013
128,2010-09,1122.081903366811
129,2010-10,1171.5838099888356
130,2010-11,1198.8885614304295
131,2010-12,1241.5254516601528
132,2011-01,1282.618499755856
133,2011-02,1321.1178877981042
134,2011-03,1304.4865138841678
135,2011-04,1331.505010986324
136,2011-05,1338.3104654947872
137,2011-06,1287.2886408025531
138,2011-07,1325.184503173824
139,2011-08,1185.3056534476862
140,2011-09,1173.879057384669
141,2011-10,1207.2161865234343
142,2011-11,1226.4147716703837
143,2011-12,1243.3228469121975
144,2012-01,1300.578015136716
145,2012-02,1352.487499999997
146,2012-03,1389.2400013316724
147,2012-04,1386.4289855957
148,2012-05,1341.2727161754212
149,2012-06,1323.4842936197876
150,2012-07,1359.7761986142073
151,2012-08,1403.4482581097104
152,2012-09,1443.4194721422668
153,2012-10,1437.8166620163663
154,2012-11,1394.5123872302781
155,2012-12,1422.285491943356
156,2013-01,1480.3952404203837
157,2013-02,1512.3115812602753
158,2013-03,1550.8289855957
159,2013-04,1570.702264959159
160,2013-05,1639.8427234996414
161,2013-06,1618.772515869138
162,2013-07,1668.6754427823116
163,2013-08,1670.0936390269846
164,2013-09,1687.1735046386686
165,2013-10,1720.0265317170488
166,2013-11,1783.5410034179645
167,2013-12,1807.7752336774522
168,2014-01,1822.3566603887618
169,2014-02,1817.034738641032
170,2014-03,1863.5233386811728
171,2014-04,1864.263334728419
172,2014-05,1889.7671421595933
173,2014-06,1947.0876116071402
174,2014-07,1973.0999866832346
175,2014-08,1961.5319068545348
176,2014-09,1993.226190476188
177,2014-10,1937.274350373637
178,2014-11,2044.5721050061647
179,2014-12,2054.2663629705235
180,2015-01,2028.1785095214805
181,2015-02,2082.1957943564926
182,2015-03,2079.990439675068
183,2015-04,2094.8628394717243
184,2015-05,2111.943518066405
185,2015-06,2099.283658114344
186,2015-07,2094.143626819955
187,2015-08,2039.8662051246242
188,2015-09,1944.4023844401004
189,2015-10,2024.8127163973686
190,2015-11,2080.6165039062475
191,2015-12,2054.0795621004936
192,2016-01,1918.5978875411138
193,2016-02,1904.4184936523402
194,2016-03,2021.954090465195
195,2016-04,2075.535231817333
196,2016-05,2065.550478980653
197,2016-06,2083.8913685191733
198,2016-07,2148.9019775390598
199,2016-08,2177.482167119563
200,2016-09,2157.6909644717243
201,2016-10,2143.020937965027
202,2016-11,2164.9856887090746
203,2016-12,2246.629045758926
204,2017-01,2275.1159790039046
205,2017-02,2329.9105417351957
