,month,Samil_Close,Samil_Change,Kospi_Close,Kospi_Change,label
0,2000-01,0.16684946352261196,0.4663411766648195,0.16698947702955608,-0.0038649999999999995,0
1,2000-02,0.15166938235927072,0.509320124612943,0.15046452911472857,-0.006220000000000005,0
2,2000-03,0.2837411996187782,0.8728809886317537,0.14192110019293178,0.002063636363636359,0
3,2000-04,0.3051511906347888,0.3299948567047869,0.10783376688599326,-0.008666666666666666,1
4,2000-05,0.24208542134226949,0.33714669728273605,0.08600921642713369,0.0009400000000000051,1
5,2000-06,0.1822972709851303,0.3587058952243842,0.11222046783330722,0.005871428571428562,1
6,2000-07,0.15391828327235832,0.41920598479961,0.11337759101663189,-0.007315000000000011,0
7,2000-08,0.1774759849858998,0.42826667512834876,0.08725719000093092,-0.0008227272727272683,1
8,2000-09,0.10965582439204352,0.383645287188412,0.05211479532783246,-0.005811111111111111,0
9,2000-10,0.3620146339963721,1.0,0.026394865301606313,-0.007804761904761915,0
10,2000-11,0.5401809545636213,0.5999047484524965,0.02559524764934556,-0.00014090909090908572,0
11,2000-12,0.7791608419430734,0.7658480002616392,0.01943467595025574,-0.0002999999999999939,0
12,2001-01,0.9999999999999999,0.4011615017380365,0.039147048382989984,0.011163157894736842,1
13,2001-02,0.9074023119254772,0.2652828382903474,0.04330114057699772,-0.003185000000000005,1
14,2001-03,0.3897608140929073,0.12666683750235924,0.02652703300325034,-0.004580952380952382,1
15,2001-04,0.2909990162019245,0.5799966751538372,0.02183021999364378,0.00519,0
16,2001-05,0.37262854355961617,0.4103008398450433,0.04641551287442733,0.0027863636363636363,1
17,2001-06,0.3229436314446459,0.3492671120822059,0.04761149758112922,-0.0013150000000000004,1
18,2001-07,0.2445071274120986,0.45103986398282,0.030390163763517292,-0.004385714285714266,0
19,2001-08,0.2683613194073734,0.32217725951112386,0.0344346391276014,0.00044999999999999993,1
20,2001-09,0.16337388938420386,0.2386774673271467,0.011962993043539635,-0.0057850000000000045,1
21,2001-10,0.15780274848587325,0.5536238747075796,0.019444719093188276,0.00584,0
22,2001-11,0.21093070931282257,0.5898455657832913,0.046933154419294416,0.008427272727272717,1
23,2001-12,0.1776985273772558,0.3262549897022088,0.06749885236060589,0.004236842105263153,1
24,2002-01,0.1509909948937526,0.4237883237030411,0.0936088523927077,0.0036454545454545502,1
25,2002-02,0.14399666159697191,0.37610010277688144,0.10616464107448123,0.0056411764705882285,1
26,2002-03,0.15913164447997044,0.4687015589538647,0.13826653483526957,0.00448999999999999,1
27,2002-04,0.16073313452413887,0.46104632044848526,0.14844971994235734,-0.0026952380952380856,1
28,2002-05,0.1390959817997356,0.359116039756997,0.1307010391353058,-0.0023454545454545408,1
29,2002-06,0.10769087561444679,0.408634675246951,0.10996406025008724,-0.003566666666666678,0
30,2002-07,0.11823766921839288,0.5184314839057299,0.09906843630138938,-0.0013238095238095283,0
31,2002-08,0.14277113372480293,0.569746188383667,0.08585402026907724,0.001276190476190481,0
32,2002-09,0.15258938727826113,0.37024960795385015,0.08250732723613115,-0.006295,0
33,2002-10,0.13226564224965548,0.3470577836644926,0.06002924474092237,0.0011863636363636315,1
34,2002-11,0.10085979852635246,0.44060348320592574,0.07388325858963941,0.004671428571428571,1
35,2002-12,0.10065484059396806,0.36802303501128786,0.08113541029734542,-0.007410526315789468,1
36,2003-01,0.07184800319734372,0.34385470496487747,0.05652388855538678,-0.0026095238095238046,1
37,2003-02,0.054404417868232524,0.41915989367115575,0.042868039125675286,-0.001265,0
38,2003-03,0.04220340025209823,0.436058687058432,0.028554613342211706,-0.003142857142857134,1
39,2003-04,0.05141672512625872,0.4235535433447122,0.04025132500184579,0.005354545454545446,1
40,2003-05,0.04674578042856703,0.45054885549941526,0.05040097684091575,0.0030315789473684108,1
41,2003-06,0.048424385894795086,0.5630901880789047,0.06872223595465936,0.00289,1
42,2003-07,0.056969280066629935,0.32531343984646527,0.08277995178309451,0.002922727272727277,1
43,2003-08,0.04119212500384295,0.47009411734359385,0.09287174688371758,0.003185000000000005,1
44,2003-09,0.038137547268423166,0.3709599462442826,0.09750089260841754,-0.004916666666666678,1
45,2003-10,0.02560547601013982,0.3760558126110025,0.10054316247684651,0.0053045454545454585,1
46,2003-11,0.02159090909090909,0.4865754776338197,0.11224425297503435,0.0010099999999999853,1
47,2003-12,0.01947100357651592,0.41586318089048496,0.11722081254550616,0.0009380952380952476,1
48,2004-01,0.017734839090943255,0.408098973132268,0.1331524575177246,0.0025611111111111225,1
49,2004-02,0.01060196144741292,0.43995920383155457,0.14052544228256642,0.002060000000000005,0
50,2004-03,0.014755923051339173,0.4529359995111731,0.14300662260159414,-7.272727272727284e-05,1
51,2004-04,0.021718687551879973,0.43532776322113054,0.15431777252021606,-0.000915000000000005,0
52,2004-05,0.013953792234143947,0.42312898032715207,0.11433294737957216,-0.0033210526315789477,0
